term_id,zh,en,entity_type,aliases,source_status,note,preferred,variant_group,variant_note,normalization_action,occurrence_count,train_count,dev_count,test_count,entity_type_all,translation_variants,ambiguity_flag,corrected_from_en,corrected_from_entity_type,correction_note,evidence_ids
TERM_ALL_0696,水,water,ELEMENT,,extracted_from_all_entities_template_normalized,"occurrence_count=14; first_occurrence=TCM_TRAIN_0064; source_translation_variants=water; source_entity_types=ELEMENT; text_type=04_zangfu_fu_organ_functions; 02_five_elements_qi_fluid_meridians; 01_core_theory_yinyang_five_elements; 02_zangfu_meridian_diagnosis; 03_zangfu_pathomechanism; 04_diagnostic_pattern_terms; 05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TRAIN_0064, TCM_TRAIN_0065, TCM_TRAIN_0067, TCM_TRAIN_0068, TCM_DEV_0044, TCM_TEST_0021, TCM_TEST_0028, TCM_TEST_0038, TCM_TEST_0054, TCM_TEST_0056, TCM_TEST_0137, TCM_TEST_0156, TCM_TEST_0177, TCM_TEST_0226",YES,TERM_ALL_VG_0696,single_form,template_preferred_applied,14,4,1,9,ELEMENT,water,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0064, TCM_TRAIN_0065, TCM_TRAIN_0067, TCM_TRAIN_0068, TCM_DEV_0044, TCM_TEST_0021, TCM_TEST_0028, TCM_TEST_0038, TCM_TEST_0054, TCM_TEST_0056, TCM_TEST_0137, TCM_TEST_0156, TCM_TEST_0177, TCM_TEST_0226"
TERM_ALL_0697,水亏,deficiency of water,PATHOGENESIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_DEV_0007; source_translation_variants=deficiency of water; source_entity_types=PATHOGENESIS; text_type=01_core_theory_zangfu_pathogenesis; evidence_ids=TCM_DEV_0007,YES,TERM_ALL_VG_0697,single_form,unchanged,1,0,1,0,PATHOGENESIS,deficiency of water,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_DEV_0007
TERM_ALL_0698,水毒内闭,internal obstruction of water toxin,PATHOGEN,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0993; source_translation_variants=internal obstruction of water toxin; source_entity_types=PATHOGEN; text_type=32_pediatrics_surgery_therapeutic_terms; evidence_ids=TCM_TRAIN_0993,YES,TERM_ALL_VG_0698,single_form,unchanged,1,1,0,0,PATHOGEN,internal obstruction of water toxin,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0993
TERM_ALL_0699,水气凌心,water-Qi intimidating heart,SUBSTANCE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0221; source_translation_variants=water-Qi intimidating heart; source_entity_types=SUBSTANCE; text_type=05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TEST_0221,YES,TERM_ALL_VG_0699,single_form,unchanged,1,0,0,1,SUBSTANCE,water-Qi intimidating heart,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0221
TERM_ALL_0700,水液,fluids,DIAGNOSIS,body fluids,extracted_from_all_entities_auto_normalized,"occurrence_count=7; first_occurrence=TCM_TRAIN_0814; source_translation_variants=fluids; body fluids; source_entity_types=DIAGNOSIS; text_type=29_qi_blood_fluid_pattern_terms; 32_pediatrics_surgery_therapeutic_terms; 02_five_elements_qi_fluid_meridians; 01_core_theory_yinyang_five_elements; 02_zangfu_meridian_diagnosis; 03_zangfu_pathomechanism; 05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TRAIN_0814, TCM_TRAIN_0952, TCM_DEV_0061, TCM_TEST_0038, TCM_TEST_0060, TCM_TEST_0129, TCM_TEST_0223",YES,TERM_ALL_VG_0700,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,7,2,1,4,DIAGNOSIS,fluids; body fluids,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0814, TCM_TRAIN_0952, TCM_DEV_0061, TCM_TEST_0038, TCM_TEST_0060, TCM_TEST_0129, TCM_TEST_0223"
TERM_ALL_0701,水液代谢,water metabolism,PHYSIOLOGY,,extracted_from_all_entities_template_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0049; source_translation_variants=water metabolism; source_entity_types=PHYSIOLOGY; text_type=03_five_elements_zangfu; 06_meridians_etiology; 01_core_theory_zangfu_pathogenesis; evidence_ids=TCM_TRAIN_0049, TCM_TRAIN_0117, TCM_DEV_0019",YES,TERM_ALL_VG_0701,single_form,template_preferred_applied,3,2,1,0,PHYSIOLOGY,water metabolism,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0049, TCM_TRAIN_0117, TCM_DEV_0019"
TERM_ALL_0702,水液代谢失常,disorder of water metabolism,PATHOGENESIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=4; first_occurrence=TCM_TRAIN_0445; source_translation_variants=disorder of water metabolism; source_entity_types=PATHOGENESIS; text_type=19_formula_compatibility_categories; 27_pathogenesis_internal_wind_fire_dampness_stasis; evidence_ids=TCM_TRAIN_0445, TCM_TRAIN_0447, TCM_TRAIN_0714, TCM_TRAIN_0715",YES,TERM_ALL_VG_0702,single_form,unchanged,4,4,0,0,PATHOGENESIS,disorder of water metabolism,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0445, TCM_TRAIN_0447, TCM_TRAIN_0714, TCM_TRAIN_0715"
TERM_ALL_0703,水液停聚,body-fluid retention,DIAGNOSIS,retention of water; retention of body fluids,extracted_from_all_entities_auto_normalized,"occurrence_count=4; first_occurrence=TCM_TRAIN_0248; source_translation_variants=body-fluid retention; retention of water; retention of body fluids; source_entity_types=DIAGNOSIS; text_type=11_kidney_essence_jing_marrow; 03_zangfu_pathogenesis_qi_blood; 04_diagnostics_symptoms_syndromes; 05_bagang_pathogenesis_mixed_syndromes; evidence_ids=TCM_TRAIN_0248, TCM_DEV_0116, TCM_DEV_0169, TCM_DEV_0206",YES,TERM_ALL_VG_0703,3 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,4,1,3,0,DIAGNOSIS,body-fluid retention; retention of water; retention of body fluids,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0248, TCM_DEV_0116, TCM_DEV_0169, TCM_DEV_0206"
TERM_ALL_0704,水液输布,body-fluid distribution,SUBSTANCE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0223; source_translation_variants=body-fluid distribution; source_entity_types=SUBSTANCE; text_type=05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TEST_0223,YES,TERM_ALL_VG_0704,single_form,unchanged,1,0,0,1,SUBSTANCE,body-fluid distribution,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0223
TERM_ALL_0705,水液运行,movement of body fluids,SUBSTANCE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0133; source_translation_variants=movement of body fluids; source_entity_types=SUBSTANCE; text_type=07_bagang_qi_blood_fluid_differentiation; evidence_ids=TCM_TRAIN_0133,YES,TERM_ALL_VG_0705,single_form,unchanged,1,1,0,0,SUBSTANCE,movement of body fluids,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0133
TERM_ALL_0706,水湿,water-dampness,PATHOLOGY,,extracted_from_all_entities_template_normalized,"occurrence_count=6; first_occurrence=TCM_TRAIN_0387; source_translation_variants=water-dampness; source_entity_types=PATHOLOGY; text_type=17_four_diagnostics_tongue_pulse; 31_pediatric_disease_pathogenesis_patterns; 32_pediatrics_surgery_therapeutic_terms; 03_zangfu_pathogenesis_qi_blood; 05_bagang_pathogenesis_mixed_syndromes; evidence_ids=TCM_TRAIN_0387, TCM_TRAIN_0911, TCM_TRAIN_0912, TCM_TRAIN_0951, TCM_DEV_0102, TCM_DEV_0211",YES,TERM_ALL_VG_0706,single_form,template_preferred_applied,6,4,2,0,PATHOLOGY,water-dampness,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0387, TCM_TRAIN_0911, TCM_TRAIN_0912, TCM_TRAIN_0951, TCM_DEV_0102, TCM_DEV_0211"
TERM_ALL_0707,水湿停聚,retention of water-dampness,PATHOGEN,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0179; source_translation_variants=retention of water-dampness; source_entity_types=PATHOGEN; text_type=08_six_channel_differentiation; 32_pediatrics_surgery_therapeutic_terms; evidence_ids=TCM_TRAIN_0179, TCM_TRAIN_0977",YES,TERM_ALL_VG_0707,single_form,unchanged,2,2,0,0,PATHOGEN,retention of water-dampness,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0179, TCM_TRAIN_0977"
TERM_ALL_0708,水湿停聚证,water-dampness retention syndrome,SYNDROME,water-dampness retention syndromes,extracted_from_all_entities_auto_normalized,"occurrence_count=4; first_occurrence=TCM_TRAIN_0445; source_translation_variants=water-dampness retention syndrome; water-dampness retention syndromes; source_entity_types=SYNDROME; text_type=19_formula_compatibility_categories; 22_pediatric_physiology_pathology; evidence_ids=TCM_TRAIN_0445, TCM_TRAIN_0446, TCM_TRAIN_0447, TCM_TRAIN_0557",YES,TERM_ALL_VG_0708,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,4,4,0,0,SYNDROME,water-dampness retention syndrome; water-dampness retention syndromes,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0445, TCM_TRAIN_0446, TCM_TRAIN_0447, TCM_TRAIN_0557"
TERM_ALL_0709,水湿内停,internal retention of water-dampness,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0156; source_translation_variants=internal retention of water-dampness; source_entity_types=DIAGNOSIS; text_type=04_diagnostic_pattern_terms; evidence_ids=TCM_TEST_0156,YES,TERM_ALL_VG_0709,single_form,unchanged,1,0,0,1,DIAGNOSIS,internal retention of water-dampness,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0156
TERM_ALL_0710,水湿泛滥,overflow of water-dampness,DIAGNOSIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0524; source_translation_variants=overflow of water-dampness; source_entity_types=DIAGNOSIS; text_type=21_bagang_acupoint_palpation; 04_diagnostic_pattern_terms; evidence_ids=TCM_TRAIN_0524, TCM_TEST_0177",YES,TERM_ALL_VG_0710,single_form,unchanged,2,1,0,1,DIAGNOSIS,overflow of water-dampness,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0524, TCM_TEST_0177"
TERM_ALL_0711,水湿病证,water-dampness syndromes,SYNDROME,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0555; source_translation_variants=water-dampness syndromes; source_entity_types=SYNDROME; text_type=22_pediatric_physiology_pathology; evidence_ids=TCM_TRAIN_0555,YES,TERM_ALL_VG_0711,single_form,unchanged,1,1,0,0,SYNDROME,water-dampness syndromes,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0555
TERM_ALL_0712,水火既济,harmony between water and fire,PATHOGEN,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0113; source_translation_variants=harmony between water and fire; source_entity_types=PATHOGEN; text_type=06_meridians_etiology; evidence_ids=TCM_TRAIN_0113,YES,TERM_ALL_VG_0712,single_form,unchanged,1,1,0,0,PATHOGEN,harmony between water and fire,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0113
TERM_ALL_0713,水痘,chickenpox,PATHOGENESIS,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0726; source_translation_variants=chickenpox; source_entity_types=PATHOGENESIS; text_type=27_pathogenesis_internal_wind_fire_dampness_stasis; evidence_ids=TCM_TRAIN_0726, TCM_TRAIN_0727",YES,TERM_ALL_VG_0713,single_form,unchanged,2,2,0,0,PATHOGENESIS,chickenpox,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0726, TCM_TRAIN_0727"
TERM_ALL_0714,水肿,edema,SYMPTOM,,extracted_from_all_entities_template_normalized,"occurrence_count=5; first_occurrence=TCM_TRAIN_0180; source_translation_variants=edema; source_entity_types=SYMPTOM; text_type=08_six_channel_differentiation; 19_formula_compatibility_categories; 27_pathogenesis_internal_wind_fire_dampness_stasis; 32_pediatrics_surgery_therapeutic_terms; evidence_ids=TCM_TRAIN_0180, TCM_TRAIN_0446, TCM_TRAIN_0704, TCM_TRAIN_0705, TCM_TRAIN_0977",YES,TERM_ALL_VG_0714,single_form,template_preferred_applied,5,5,0,0,SYMPTOM,edema,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0180, TCM_TRAIN_0446, TCM_TRAIN_0704, TCM_TRAIN_0705, TCM_TRAIN_0977"
TERM_ALL_0715,水肿证,edema syndrome,SYNDROME,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0627; source_translation_variants=edema syndrome; source_entity_types=SYNDROME; text_type=24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0627, TCM_TRAIN_0628",YES,TERM_ALL_VG_0715,single_form,unchanged,2,2,0,0,SYNDROME,edema syndrome,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0627, TCM_TRAIN_0628"
TERM_ALL_0716,水谷,food and drink,SUBSTANCE,foodstuff; food and water,extracted_from_all_entities_template_normalized,"occurrence_count=8; first_occurrence=TCM_TRAIN_0043; source_translation_variants=food and drink; source_entity_types=SUBSTANCE; text_type=03_five_elements_zangfu; 29_qi_blood_fluid_pattern_terms; 01_core_theory_zangfu_pathogenesis; 02_zangfu_meridian_diagnosis; 03_zangfu_pathomechanism; evidence_ids=TCM_TRAIN_0043, TCM_TRAIN_0044, TCM_TRAIN_0807, TCM_TRAIN_0808, TCM_DEV_0018, TCM_TEST_0054, TCM_TEST_0056, TCM_TEST_0119",YES,TERM_ALL_VG_0716,single_form,template_preferred_applied,8,4,1,3,SUBSTANCE,food and drink,NO,foodstuff,,“水谷”宜译为 food and drink，原 foodstuff/food and water 保留作别名。,"TCM_TRAIN_0043, TCM_TRAIN_0044, TCM_TRAIN_0807, TCM_TRAIN_0808, TCM_DEV_0018, TCM_TEST_0054, TCM_TEST_0056, TCM_TEST_0119"
TERM_ALL_0717,水谷精微,food essence,SUBSTANCE,essence from food and drink; essence of food and drink,extracted_from_all_entities_template_normalized,"occurrence_count=4; first_occurrence=TCM_TRAIN_0085; source_translation_variants=food essence; essence from food and drink; essence of food and drink; source_entity_types=SUBSTANCE; text_type=05_yinyang_pathogenesis; 06_meridians_etiology; 02_five_elements_qi_fluid_meridians; evidence_ids=TCM_TRAIN_0085, TCM_TRAIN_0103, TCM_TRAIN_0118, TCM_DEV_0060",YES,TERM_ALL_VG_0717,3 translation variant(s),template_preferred_applied; translation_variants_kept_as_aliases,4,3,1,0,SUBSTANCE,food essence; essence from food and drink; essence of food and drink,YES,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0085, TCM_TRAIN_0103, TCM_TRAIN_0118, TCM_DEV_0060"
TERM_ALL_0718,水谷运化,transformation and transportation of food and drink,THERAPY,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0119; source_translation_variants=transformation and transportation of food and drink; source_entity_types=THERAPY; text_type=03_zangfu_pathomechanism; evidence_ids=TCM_TEST_0119,YES,TERM_ALL_VG_0718,single_form,unchanged,1,0,0,1,THERAPY,transformation and transportation of food and drink,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0119
TERM_ALL_0719,水谷运化失常,disorder of food transformation,THERAPY,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0190; source_translation_variants=disorder of food transformation; source_entity_types=THERAPY; text_type=08_six_channel_differentiation; evidence_ids=TCM_TRAIN_0190, TCM_TRAIN_0191",YES,TERM_ALL_VG_0719,single_form,unchanged,2,2,0,0,THERAPY,disorder of food transformation,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0190, TCM_TRAIN_0191"
TERM_ALL_0720,水道,water pathways,CONCEPT,,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_DEV_0050; source_translation_variants=water pathways; source_entity_types=CONCEPT; text_type=02_five_elements_qi_fluid_meridians; 03_zangfu_pathomechanism; evidence_ids=TCM_DEV_0050, TCM_DEV_0062, TCM_TEST_0137",YES,TERM_ALL_VG_0720,single_form,unchanged,3,0,2,1,CONCEPT,water pathways,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_DEV_0050, TCM_DEV_0062, TCM_TEST_0137"
TERM_ALL_0721,水饮,water-fluid,FORMULA,,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0927; source_translation_variants=water-fluid; source_entity_types=FORMULA; text_type=31_pediatric_disease_pathogenesis_patterns; 03_zangfu_pathogenesis_qi_blood; 04_diagnostics_symptoms_syndromes; evidence_ids=TCM_TRAIN_0927, TCM_DEV_0122, TCM_DEV_0148",YES,TERM_ALL_VG_0721,single_form,unchanged,3,1,2,0,FORMULA,water-fluid,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0927, TCM_DEV_0122, TCM_DEV_0148"
TERM_ALL_0722,汗,sweat,FLUID,,extracted_from_all_entities_template_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0083; source_translation_variants=sweat; source_entity_types=FLUID; text_type=05_yinyang_pathogenesis; 28_zangfu_interrelationships; evidence_ids=TCM_TRAIN_0083, TCM_TRAIN_0093, TCM_TRAIN_0791",YES,TERM_ALL_VG_0722,single_form,template_preferred_applied,3,3,0,0,FLUID,sweat,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0083, TCM_TRAIN_0093, TCM_TRAIN_0791"
TERM_ALL_0723,汗出,perspiration,SYMPTOM,sweating,extracted_from_all_entities_template_normalized,occurrence_count=1; first_occurrence=TCM_DEV_0245; source_translation_variants=sweating; source_entity_types=SYMPTOM; text_type=06_final_core_tcm_terms; evidence_ids=TCM_DEV_0245,YES,TERM_ALL_VG_0723,single_form,template_preferred_applied; source_variants_kept_as_aliases,1,0,1,0,SYMPTOM,sweating,NO,sweating,,单一译名/单一类型，未发现需要修正的问题。,TCM_DEV_0245
TERM_ALL_0724,沉,sinking,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0340; source_translation_variants=sinking; source_entity_types=CONCEPT; text_type=15_zangfu_syndrome_differentiation; evidence_ids=TCM_TRAIN_0340,YES,TERM_ALL_VG_0724,single_form,unchanged,1,1,0,0,CONCEPT,sinking,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0340
TERM_ALL_0725,沉脉,deep pulse,DIAGNOSIS,,extracted_from_all_entities_template_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0260; source_translation_variants=deep pulse; source_entity_types=DIAGNOSIS; text_type=11_kidney_essence_jing_marrow; evidence_ids=TCM_TRAIN_0260,YES,TERM_ALL_VG_0725,single_form,template_preferred_applied,1,1,0,0,DIAGNOSIS,deep pulse,NO,,,单一译名/单一类型，未发现需要修正的问题。,TCM_TRAIN_0260
TERM_ALL_0726,沉降药物,lowering and sinking medicines,CONCEPT,lowering and sinking medicinals,extracted_from_all_entities_auto_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0342; source_translation_variants=lowering and sinking medicines; lowering and sinking medicinals; source_entity_types=CONCEPT; text_type=16_meridian_theory_channels_vessels; 29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0342, TCM_TRAIN_0344, TCM_TRAIN_0828",YES,TERM_ALL_VG_0726,2 translation variant(s),source_preferred_by_frequency; translation_variants_kept_as_aliases,3,3,0,0,CONCEPT,lowering and sinking medicines; lowering and sinking medicinals,YES,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0342, TCM_TRAIN_0344, TCM_TRAIN_0828"
TERM_ALL_0727,治未病,preventive treatment of disease,THERAPY,,extracted_from_all_entities_template_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0005; source_translation_variants=preventive treatment of disease; source_entity_types=THERAPY; text_type=01_core_tcm_theory; evidence_ids=TCM_TRAIN_0005,YES,TERM_ALL_VG_0727,single_form,template_preferred_applied,1,1,0,0,THERAPY,preventive treatment of disease,NO,,,单一译名/单一类型，未发现需要修正的问题。,TCM_TRAIN_0005
TERM_ALL_0728,治法,therapeutic method,THERAPY,,extracted_from_all_entities_template_normalized,"occurrence_count=31; first_occurrence=TCM_TRAIN_0530; source_translation_variants=therapeutic method; source_entity_types=THERAPY; text_type=21_bagang_acupoint_palpation; 22_pediatric_physiology_pathology; 23_surgery_yin_yang_syndrome; 24_surgery_local_syndrome_terms; evidence_ids=TCM_TRAIN_0530, TCM_TRAIN_0532, TCM_TRAIN_0534, TCM_TRAIN_0536, TCM_TRAIN_0538, TCM_TRAIN_0540, TCM_TRAIN_0542, TCM_TRAIN_0544, TCM_TRAIN_0546, TCM_TRAIN_0548, TCM_TRAIN_0550, TCM_TRAIN_0552, TCM_TRAIN_0554, TCM_TRAIN_0556, TCM_TRAIN_0558, TCM_TRAIN_0560, TCM_TRAIN_0562, TCM_TRAIN_0564, TCM_TRAIN_0566, TCM_TRAIN_0568, TCM_TRAIN_0570, TCM_TRAIN_0572, TCM_TRAIN_0574, TCM_TRAIN_0576, TCM_TRAIN_0578, TCM_TRAIN_0580, TCM_TRAIN_0582, TCM_TRAIN_0584, TCM_TRAIN_0586, TCM_TRAIN_0588, TCM_TRAIN_0590",YES,TERM_ALL_VG_0728,single_form,template_preferred_applied,31,31,0,0,THERAPY,therapeutic method,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0530, TCM_TRAIN_0532, TCM_TRAIN_0534, TCM_TRAIN_0536, TCM_TRAIN_0538, TCM_TRAIN_0540, TCM_TRAIN_0542, TCM_TRAIN_0544, TCM_TRAIN_0546, TCM_TRAIN_0548, TCM_TRAIN_0550, TCM_TRAIN_0552, TCM_TRAIN_0554, TCM_TRAIN_0556, TCM_TRAIN_0558, TCM_TRAIN_0560, TCM_TRAIN_0562, TCM_TRAIN_0564, TCM_TRAIN_0566, TCM_TRAIN_0568, TCM_TRAIN_0570, TCM_TRAIN_0572, TCM_TRAIN_0574, TCM_TRAIN_0576, TCM_TRAIN_0578, TCM_TRAIN_0580, TCM_TRAIN_0582, TCM_TRAIN_0584, TCM_TRAIN_0586, TCM_TRAIN_0588, TCM_TRAIN_0590"
TERM_ALL_0729,治燥剂,dryness-treating formulas,FORMULA,,extracted_from_all_entities_auto_normalized,"occurrence_count=2; first_occurrence=TCM_TRAIN_0571; source_translation_variants=dryness-treating formulas; source_entity_types=FORMULA; text_type=23_surgery_yin_yang_syndrome; evidence_ids=TCM_TRAIN_0571, TCM_TRAIN_0572",YES,TERM_ALL_VG_0729,single_form,unchanged,2,2,0,0,FORMULA,dryness-treating formulas,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,"TCM_TRAIN_0571, TCM_TRAIN_0572"
TERM_ALL_0730,治疗作用,therapeutic effects,THERAPY,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0357; source_translation_variants=therapeutic effects; source_entity_types=THERAPY; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0357,YES,TERM_ALL_VG_0730,single_form,unchanged,1,1,0,0,THERAPY,therapeutic effects,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0357
TERM_ALL_0731,治疗原则,therapeutic principles,THERAPY,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0007; source_translation_variants=therapeutic principles; source_entity_types=THERAPY; text_type=01_core_tcm_theory; evidence_ids=TCM_TRAIN_0007,YES,TERM_ALL_VG_0731,single_form,unchanged,1,1,0,0,THERAPY,therapeutic principles,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0007
TERM_ALL_0732,治疗疾病,treating disease,DISEASE,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0347; source_translation_variants=treating disease; source_entity_types=DISEASE; text_type=16_meridian_theory_channels_vessels; evidence_ids=TCM_TRAIN_0347,YES,TERM_ALL_VG_0732,single_form,unchanged,1,1,0,0,DISEASE,treating disease,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0347
TERM_ALL_0733,泄泻,diarrhea,SYMPTOM,,extracted_from_all_entities_template_normalized,"occurrence_count=3; first_occurrence=TCM_TRAIN_0694; source_translation_variants=diarrhea; source_entity_types=SYMPTOM; text_type=26_emotion_diet_labor_etiology; 02_zangfu_meridian_diagnosis; evidence_ids=TCM_TRAIN_0694, TCM_TRAIN_0695, TCM_TEST_0069",YES,TERM_ALL_VG_0733,single_form,template_preferred_applied,3,2,0,1,SYMPTOM,diarrhea,NO,,,单一译名/单一类型，未发现需要修正的问题。,"TCM_TRAIN_0694, TCM_TRAIN_0695, TCM_TEST_0069"
TERM_ALL_0734,泄降,drain and descend,SYMPTOM,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0822; source_translation_variants=drain and descend; source_entity_types=SYMPTOM; text_type=29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0822,YES,TERM_ALL_VG_0734,single_form,unchanged,1,1,0,0,SYMPTOM,drain and descend,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0822
TERM_ALL_0735,注意力,attention,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TEST_0239; source_translation_variants=attention; source_entity_types=CONCEPT; text_type=05_pattern_terms_pediatrics_surgery; evidence_ids=TCM_TEST_0239,YES,TERM_ALL_VG_0735,single_form,unchanged,1,0,0,1,CONCEPT,attention,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TEST_0239
TERM_ALL_0736,泪,tears,CONCEPT,,extracted_from_all_entities_auto_normalized,occurrence_count=1; first_occurrence=TCM_TRAIN_0800; source_translation_variants=tears; source_entity_types=CONCEPT; text_type=29_qi_blood_fluid_pattern_terms; evidence_ids=TCM_TRAIN_0800,YES,TERM_ALL_VG_0736,single_form,unchanged,1,1,0,0,CONCEPT,tears,NO,,,自动生成：未在模板中发现人工修正项，preferred 译名按源数据频率选择。,TCM_TRAIN_0800
