id,split,zh,en,gold_count,model_count,eval_count,entities_gold,entities_model,entities_eval
TCM_DEV_0199,dev,阴盛阳衰可形成寒化病机。,Excess Yin with declining Yang can form a cold-transformation pathogenesis.,2,0,1,"[{""zh"":""阴盛阳衰"",""en"":""excess Yin with declining Yang"",""type"":""PATHOGENESIS""},{""zh"":""寒化"",""en"":""cold transformation"",""type"":""THERAPY""}]",[],"[{""zh"":""阴盛阳衰"",""en"":""excess Yin with declining Yang"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0200,dev,阳盛阴伤可形成热化病机。,Excess Yang damaging Yin can form a heat-transformation pathogenesis.,2,0,1,"[{""zh"":""阳盛阴伤"",""en"":""excess Yang damaging Yin"",""type"":""PATHOGENESIS""},{""zh"":""热化"",""en"":""heat transformation"",""type"":""THERAPY""}]",[],"[{""zh"":""阳盛阴伤"",""en"":""excess Yang damaging Yin"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0202,dev,血虚日久可影响气的运行。,Prolonged blood deficiency can affect the movement of Qi.,2,1,1,"[{""zh"":""血虚"",""en"":""blood deficiency"",""type"":""PATHOLOGY""},{""zh"":""气运行"",""en"":""movement of Qi"",""type"":""PATHOGENESIS""}]","[{""zh"":""血虚"",""en"":""blood deficiency"",""type"":""PATHOLOGY""}]","[{""zh"":""血虚"",""en"":""blood deficiency"",""type"":""PATHOLOGY""}]"
TCM_DEV_0203,dev,津伤日久可导致阴液亏损。,Prolonged damage to body fluids can lead to depletion of Yin fluid.,2,0,2,"[{""zh"":""津伤"",""en"":""damage to body fluids"",""type"":""PATHOGENESIS""},{""zh"":""阴液亏损"",""en"":""depletion of Yin fluid"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""津伤"",""en"":""damage to body fluids"",""type"":""PATHOGENESIS""},{""zh"":""阴液亏损"",""en"":""depletion of Yin fluid"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0204,dev,精亏日久可影响生长发育。,Prolonged essence depletion can affect growth and development.,2,1,2,"[{""zh"":""精亏"",""en"":""essence depletion"",""type"":""PATHOGENESIS""},{""zh"":""生长发育"",""en"":""growth and development"",""type"":""PHYSIOLOGY""}]","[{""zh"":""生长发育"",""en"":""growth and development"",""type"":""PHYSIOLOGY""}]","[{""zh"":""精亏"",""en"":""essence depletion"",""type"":""PATHOGENESIS""},{""zh"":""生长发育"",""en"":""growth and development"",""type"":""PHYSIOLOGY""}]"
TCM_DEV_0205,dev,气机郁闭可阻碍三焦通行。,Constraint and blockage of Qi movement can obstruct passage through the triple Jiao.,2,1,1,"[{""zh"":""气机郁闭"",""en"":""Qi movement blockage"",""type"":""PATHOGENESIS""},{""zh"":""三焦"",""en"":""triple Jiao"",""type"":""ORGAN""}]","[{""zh"":""三焦"",""en"":""triple Jiao"",""type"":""ORGAN""}]","[{""zh"":""三焦"",""en"":""triple Jiao"",""type"":""ORGAN""}]"
TCM_DEV_0207,dev,肺脾失调可影响津液输布。,Disharmony of the lungs and spleen can affect distribution of body fluids.,2,0,0,"[{""zh"":""肺脾失调"",""en"":""lung-spleen disharmony"",""type"":""PATHOGENESIS""},{""zh"":""津液输布"",""en"":""body-fluid distribution"",""type"":""PATHOGENESIS""}]",[],[]
TCM_DEV_0208,dev,肝脾失调可影响气血生化。,Disharmony of the liver and spleen can affect generation of Qi and blood.,2,0,1,"[{""zh"":""肝脾失调"",""en"":""liver-spleen disharmony"",""type"":""PATHOGENESIS""},{""zh"":""气血生化"",""en"":""generation of Qi and blood"",""type"":""THERAPY""}]",[],"[{""zh"":""气血生化"",""en"":""generation of Qi and blood"",""type"":""THERAPY""}]"
TCM_DEV_0209,dev,心肾失交可扰乱睡眠。,Disharmony between the heart and kidneys can disturb sleep.,2,0,1,"[{""zh"":""心肾失交"",""en"":""heart-kidney disharmony"",""type"":""PATHOGENESIS""},{""zh"":""睡眠"",""en"":""sleep"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""睡眠"",""en"":""sleep"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0210,dev,肺肾失调可导致呼吸短促。,Disharmony between the lungs and kidneys can cause shortness of breath.,2,0,1,"[{""zh"":""肺肾失调"",""en"":""lung-kidney disharmony"",""type"":""PATHOGENESIS""},{""zh"":""呼吸短促"",""en"":""shortness of breath"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""呼吸短促"",""en"":""shortness of breath"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0211,dev,脾肾失调可导致水湿不化。,Disharmony between the spleen and kidneys can cause failure to transform water-dampness.,2,1,1,"[{""zh"":""脾肾失调"",""en"":""spleen-kidney disharmony"",""type"":""PATHOGENESIS""},{""zh"":""水湿"",""en"":""water-dampness"",""type"":""PATHOLOGY""}]","[{""zh"":""水湿"",""en"":""water-dampness"",""type"":""PATHOLOGY""}]","[{""zh"":""水湿"",""en"":""water-dampness"",""type"":""PATHOLOGY""}]"
TCM_DEV_0212,dev,肝肾不足可使筋骨失养。,Insufficiency of the liver and kidneys can deprive tendons and bones of nourishment.,2,1,1,"[{""zh"":""肝肾不足"",""en"":""liver-kidney insufficiency"",""type"":""PATHOGENESIS""},{""zh"":""筋骨"",""en"":""tendons and bones"",""type"":""PATHOGENESIS""}]","[{""zh"":""筋骨"",""en"":""tendons and bones"",""type"":""PATHOGENESIS""}]","[{""zh"":""筋骨"",""en"":""tendons and bones"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0213,dev,心肝火旺可扰乱神志。,Hyperactive heart and liver fire can disturb mental activities.,2,0,1,"[{""zh"":""心肝火旺"",""en"":""heart-liver fire"",""type"":""PATHOGENESIS""},{""zh"":""神志"",""en"":""mental activities"",""type"":""CONCEPT""}]",[],"[{""zh"":""神志"",""en"":""mental activities"",""type"":""CONCEPT""}]"
TCM_DEV_0214,dev,肺胃热盛可导致咽喉肿痛。,Exuberant heat in the lungs and stomach can cause throat swelling and pain.,2,1,1,"[{""zh"":""肺胃热盛"",""en"":""lung-stomach heat"",""type"":""PATHOGENESIS""},{""zh"":""咽喉"",""en"":""throat"",""type"":""PATHOGENESIS""}]","[{""zh"":""咽喉"",""en"":""throat"",""type"":""PATHOGENESIS""}]","[{""zh"":""咽喉"",""en"":""throat"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0215,dev,脾胃寒湿可阻碍中焦气机。,Cold-dampness in the spleen and stomach can obstruct Qi movement in the middle Jiao.,2,0,0,"[{""zh"":""脾胃寒湿"",""en"":""spleen-stomach cold-dampness"",""type"":""PATHOGENESIS""},{""zh"":""中焦气机"",""en"":""middle-Jiao Qi movement"",""type"":""PATHOGENESIS""}]",[],[]
TCM_DEV_0216,dev,肝胆郁热可影响胆汁排泄。,Depressed heat in the liver and gallbladder can affect bile excretion.,2,0,1,"[{""zh"":""肝胆郁热"",""en"":""liver-gallbladder depressed heat"",""type"":""PATHOGENESIS""},{""zh"":""胆汁排泄"",""en"":""bile excretion"",""type"":""SYMPTOM""}]",[],"[{""zh"":""胆汁排泄"",""en"":""bile excretion"",""type"":""SYMPTOM""}]"
TCM_DEV_0217,dev,肾虚不固可导致精关失约。,Kidney deficiency with insecurity can cause failure to restrain the essence gate.,2,1,1,"[{""zh"":""肾虚不固"",""en"":""kidney deficiency insecurity"",""type"":""PATHOGENESIS""},{""zh"":""精关"",""en"":""essence gate"",""type"":""PATHOGENESIS""}]","[{""zh"":""精关"",""en"":""essence gate"",""type"":""PATHOGENESIS""}]","[{""zh"":""精关"",""en"":""essence gate"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0218,dev,命门火弱可影响脾阳温化。,Weak Mingmen fire can affect warming transformation by spleen Yang.,2,1,2,"[{""zh"":""命门火弱"",""en"":""weak Mingmen fire"",""type"":""PATHOGENESIS""},{""zh"":""脾阳"",""en"":""spleen Yang"",""type"":""PATHOGENESIS""}]","[{""zh"":""脾阳"",""en"":""spleen Yang"",""type"":""PATHOGENESIS""}]","[{""zh"":""命门火弱"",""en"":""weak Mingmen fire"",""type"":""PATHOGENESIS""},{""zh"":""脾阳"",""en"":""spleen Yang"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0219,dev,胃火上炎可导致口舌生疮。,Stomach fire flaring upward can cause sores of the mouth and tongue.,2,0,1,"[{""zh"":""胃火上炎"",""en"":""stomach fire flaring upward"",""type"":""PATHOGENESIS""},{""zh"":""口舌生疮"",""en"":""mouth and tongue sores"",""type"":""DIAGNOSIS""}]",[],"[{""zh"":""胃火上炎"",""en"":""stomach fire flaring upward"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0220,dev,心火下移可导致小便短赤。,Heart fire moving downward can cause scanty reddish urine.,2,1,2,"[{""zh"":""心火下移"",""en"":""heart fire moving downward"",""type"":""THERAPY""},{""zh"":""小便短赤"",""en"":""scanty reddish urine"",""type"":""PATHOGENESIS""}]","[{""zh"":""小便短赤"",""en"":""scanty reddish urine"",""type"":""PATHOGENESIS""}]","[{""zh"":""心火下移"",""en"":""heart fire moving downward"",""type"":""THERAPY""},{""zh"":""小便短赤"",""en"":""scanty reddish urine"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0221,dev,肝火犯肺可导致咳嗽气逆。,Liver fire invading the lungs can cause cough and Qi reversal.,2,1,1,"[{""zh"":""肝火犯肺"",""en"":""liver fire invading lungs"",""type"":""PATHOGENESIS""},{""zh"":""气逆"",""en"":""Qi reversal"",""type"":""PATHOLOGY""}]","[{""zh"":""气逆"",""en"":""Qi reversal"",""type"":""PATHOLOGY""}]","[{""zh"":""气逆"",""en"":""Qi reversal"",""type"":""PATHOLOGY""}]"
TCM_DEV_0222,dev,肺热移肠可导致大便秘结。,Lung heat moving to the intestine can cause constipation.,2,0,1,"[{""zh"":""肺热移肠"",""en"":""lung heat moving to intestine"",""type"":""PATHOGENESIS""},{""zh"":""大便秘结"",""en"":""constipation"",""type"":""SYMPTOM""}]",[],"[{""zh"":""大便秘结"",""en"":""constipation"",""type"":""SYMPTOM""}]"
TCM_DEV_0223,dev,脾虚湿困可导致头身困重。,Spleen deficiency with dampness encumbrance can cause heaviness of the head and body.,2,1,2,"[{""zh"":""脾虚湿困"",""en"":""spleen deficiency with dampness"",""type"":""PATHOGENESIS""},{""zh"":""困重"",""en"":""heaviness"",""type"":""PATHOGENESIS""}]","[{""zh"":""脾虚湿困"",""en"":""spleen deficiency with dampness"",""type"":""PATHOGENESIS""}]","[{""zh"":""脾虚湿困"",""en"":""spleen deficiency with dampness"",""type"":""PATHOGENESIS""},{""zh"":""困重"",""en"":""heaviness"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0224,dev,痰热结胸可导致胸膈痞满。,Phlegm-heat binding in the chest can cause fullness in the chest and diaphragm.,2,0,1,"[{""zh"":""痰热结胸"",""en"":""phlegm-heat binding in chest"",""type"":""PATHOGENESIS""},{""zh"":""痞满"",""en"":""fullness"",""type"":""SYMPTOM""}]",[],"[{""zh"":""痞满"",""en"":""fullness"",""type"":""SYMPTOM""}]"
TCM_DEV_0225,dev,寒饮伏肺可导致咳喘反复。,Cold fluid hidden in the lungs can cause recurrent cough and panting.,2,0,1,"[{""zh"":""寒饮伏肺"",""en"":""cold fluid hidden in lungs"",""type"":""PATHOGENESIS""},{""zh"":""咳喘"",""en"":""cough and panting"",""type"":""SYMPTOM""}]",[],"[{""zh"":""咳喘"",""en"":""cough and panting"",""type"":""SYMPTOM""}]"
TCM_DEV_0226,dev,湿浊中阻可导致脘腹痞闷。,Damp turbidity obstructing the middle can cause epigastric and abdominal fullness.,2,0,0,"[{""zh"":""湿浊中阻"",""en"":""damp turbidity obstructing middle"",""type"":""PATHOGENESIS""},{""zh"":""脘腹"",""en"":""epigastrium and abdomen"",""type"":""PATHOGENESIS""}]",[],[]
TCM_DEV_0227,dev,瘀阻胞宫可导致月经不调。,Stasis obstructing the uterus can cause menstrual irregularity.,2,0,1,"[{""zh"":""瘀阻胞宫"",""en"":""stasis obstructing uterus"",""type"":""PATHOGENESIS""},{""zh"":""月经不调"",""en"":""menstrual irregularity"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""月经不调"",""en"":""menstrual irregularity"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0228,dev,冲任不固可导致崩漏。,Insecurity of the Thoroughfare and Conception vessels can cause metrorrhagia and metrostaxis.,2,0,1,"[{""zh"":""冲任不固"",""en"":""insecurity of Chong and Ren"",""type"":""PATHOGENESIS""},{""zh"":""崩漏"",""en"":""metrorrhagia and metrostaxis"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""崩漏"",""en"":""metrorrhagia and metrostaxis"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0229,dev,肝郁化热可影响冲任调节。,Liver depression transforming into heat can affect regulation of the Thoroughfare and Conception vessels.,2,0,2,"[{""zh"":""肝郁化热"",""en"":""liver depression transforming into heat"",""type"":""THERAPY""},{""zh"":""冲任"",""en"":""Thoroughfare and Conception vessels"",""type"":""PATHOGENESIS""}]",[],"[{""zh"":""肝郁化热"",""en"":""liver depression transforming into heat"",""type"":""THERAPY""},{""zh"":""冲任"",""en"":""Thoroughfare and Conception vessels"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0230,dev,小儿肺热闭郁可导致喘咳痰鸣。,"Obstructed lung heat in children can cause panting, cough and phlegm rale.",2,0,1,"[{""zh"":""小儿肺热闭郁"",""en"":""obstructed lung heat in children"",""type"":""PATHOGENESIS""},{""zh"":""喘咳"",""en"":""panting and cough"",""type"":""SYMPTOM""}]",[],"[{""zh"":""小儿肺热闭郁"",""en"":""obstructed lung heat in children"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0231,dev,小儿痰湿内阻可导致纳呆腹胀。,Internal obstruction by phlegm-dampness in children can cause poor appetite and abdominal distension.,2,1,1,"[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""痰湿内阻"",""en"":""phlegm-dampness obstruction"",""type"":""PATHOGENESIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0232,dev,小儿脾肾阳虚可导致久泻清稀。,Yang deficiency of the spleen and kidneys in children can cause prolonged clear diarrhea.,2,2,1,"[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾肾阳虚"",""en"":""spleen-kidney Yang deficiency"",""type"":""DIAGNOSIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾肾阳虚"",""en"":""spleen-kidney Yang deficiency"",""type"":""DIAGNOSIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0233,dev,小儿心肝火旺可导致烦躁夜啼。,Hyperactive heart and liver fire in children can cause irritability and night crying.,2,1,1,"[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""心肝火旺"",""en"":""heart-liver fire"",""type"":""PATHOGENESIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0234,dev,小儿肾精不足可导致齿迟行迟。,Insufficiency of kidney essence in children can cause delayed teething and walking.,2,2,1,"[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""肾精不足"",""en"":""kidney essence insufficiency"",""type"":""DIAGNOSIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""肾精不足"",""en"":""kidney essence insufficiency"",""type"":""DIAGNOSIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]"
TCM_DEV_0235,dev,外科风热毒邪可导致局部红肿。,Wind-heat toxins in surgery can cause local redness and swelling.,2,0,2,"[{""zh"":""风热毒邪"",""en"":""wind-heat toxins"",""type"":""PATHOGENESIS""},{""zh"":""局部红肿"",""en"":""local redness and swelling"",""type"":""SYMPTOM""}]",[],"[{""zh"":""风热毒邪"",""en"":""wind-heat toxins"",""type"":""PATHOGENESIS""},{""zh"":""局部红肿"",""en"":""local redness and swelling"",""type"":""SYMPTOM""}]"
TCM_DEV_0236,dev,外科痰瘀互结可形成坚硬肿块。,Binding of phlegm and blood stasis in surgery can form hard masses.,2,2,1,"[{""zh"":""痰瘀互结"",""en"":""phlegm-stasis binding"",""type"":""DIAGNOSIS""},{""zh"":""肿块"",""en"":""masses"",""type"":""SYMPTOM""}]","[{""zh"":""痰瘀互结"",""en"":""phlegm-stasis binding"",""type"":""DIAGNOSIS""},{""zh"":""肿块"",""en"":""masses"",""type"":""SYMPTOM""}]","[{""zh"":""肿块"",""en"":""masses"",""type"":""SYMPTOM""}]"
TCM_DEV_0237,dev,外科湿热下注可导致肛门肿痛。,Downward flow of dampness-heat in surgery can cause anal swelling and pain.,2,1,1,"[{""zh"":""湿热下注"",""en"":""dampness-heat downward flow"",""type"":""THERAPY""},{""zh"":""肛门肿痛"",""en"":""anal swelling and pain"",""type"":""SYMPTOM""}]","[{""zh"":""湿热下注"",""en"":""dampness-heat downward flow"",""type"":""THERAPY""}]","[{""zh"":""肛门肿痛"",""en"":""anal swelling and pain"",""type"":""SYMPTOM""}]"
TCM_DEV_0238,dev,外科气滞血瘀可使疼痛固定。,Qi stagnation and blood stasis in surgery can make pain fixed.,2,1,1,"[{""zh"":""气滞血瘀"",""en"":""Qi stagnation and blood stasis"",""type"":""PATHOLOGY""},{""zh"":""疼痛固定"",""en"":""fixed pain"",""type"":""SYMPTOM""}]","[{""zh"":""气滞血瘀"",""en"":""Qi stagnation and blood stasis"",""type"":""PATHOLOGY""}]","[{""zh"":""气滞血瘀"",""en"":""Qi stagnation and blood stasis"",""type"":""PATHOLOGY""}]"
TCM_DEV_0239,dev,外科脾虚湿困可使创面渗液。,Spleen deficiency with dampness encumbrance in surgery can cause wound exudation.,2,1,2,"[{""zh"":""脾虚湿困"",""en"":""spleen deficiency with dampness"",""type"":""PATHOGENESIS""},{""zh"":""创面渗液"",""en"":""wound exudation"",""type"":""PATHOGENESIS""}]","[{""zh"":""脾虚湿困"",""en"":""spleen deficiency with dampness"",""type"":""PATHOGENESIS""}]","[{""zh"":""脾虚湿困"",""en"":""spleen deficiency with dampness"",""type"":""PATHOGENESIS""},{""zh"":""创面渗液"",""en"":""wound exudation"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0240,dev,肺气不足可使卫表失于固护。,Insufficiency of lung-Qi can deprive the defensive exterior of protection.,3,1,3,"[{""zh"":""肺气不足"",""en"":""insufficiency of lung-Qi"",""type"":""DIAGNOSIS""},{""zh"":""卫表"",""en"":""defensive exterior"",""type"":""SUBSTANCE""},{""zh"":""固护"",""en"":""protection"",""type"":""CONCEPT""}]","[{""zh"":""肺气不足"",""en"":""insufficiency of lung-Qi"",""type"":""DIAGNOSIS""}]","[{""zh"":""肺气不足"",""en"":""insufficiency of lung-Qi"",""type"":""DIAGNOSIS""},{""zh"":""卫表"",""en"":""defensive exterior"",""type"":""SUBSTANCE""},{""zh"":""固护"",""en"":""protection"",""type"":""CONCEPT""}]"
TCM_DEV_0241,dev,脾阳虚弱可使中焦寒湿内生。,Weakness of spleen Yang can cause endogenous cold-dampness in the middle Jiao.,3,1,3,"[{""zh"":""脾阳虚弱"",""en"":""weakness of spleen Yang"",""type"":""PATHOGENESIS""},{""zh"":""中焦"",""en"":""middle Jiao"",""type"":""LOCATION""},{""zh"":""寒湿"",""en"":""cold-dampness"",""type"":""PATHOGENESIS""}]","[{""zh"":""寒湿"",""en"":""cold-dampness"",""type"":""PATHOGENESIS""}]","[{""zh"":""脾阳虚弱"",""en"":""weakness of spleen Yang"",""type"":""PATHOGENESIS""},{""zh"":""中焦"",""en"":""middle Jiao"",""type"":""LOCATION""},{""zh"":""寒湿"",""en"":""cold-dampness"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0243,dev,肾精亏虚可使髓海不足。,Deficiency of kidney essence can lead to insufficiency of the sea of marrow.,2,1,2,"[{""zh"":""肾精亏虚"",""en"":""deficiency of kidney essence"",""type"":""PATHOGENESIS""},{""zh"":""髓海"",""en"":""sea of marrow"",""type"":""PATHOGENESIS""}]","[{""zh"":""肾精亏虚"",""en"":""deficiency of kidney essence"",""type"":""PATHOGENESIS""}]","[{""zh"":""肾精亏虚"",""en"":""deficiency of kidney essence"",""type"":""PATHOGENESIS""},{""zh"":""髓海"",""en"":""sea of marrow"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0244,dev,营血亏虚可使肌肤失于濡养。,Deficiency of nutrient blood can deprive the skin of nourishment.,3,2,3,"[{""zh"":""营血亏虚"",""en"":""deficiency of nutrient blood"",""type"":""SUBSTANCE""},{""zh"":""肌肤"",""en"":""skin"",""type"":""PATHOGENESIS""},{""zh"":""濡养"",""en"":""nourishment"",""type"":""CONCEPT""}]","[{""zh"":""肌肤"",""en"":""skin"",""type"":""PATHOGENESIS""},{""zh"":""濡养"",""en"":""nourishment"",""type"":""CONCEPT""}]","[{""zh"":""营血亏虚"",""en"":""deficiency of nutrient blood"",""type"":""SUBSTANCE""},{""zh"":""肌肤"",""en"":""skin"",""type"":""PATHOGENESIS""},{""zh"":""濡养"",""en"":""nourishment"",""type"":""CONCEPT""}]"
TCM_DEV_0245,dev,卫阳不固可导致汗出恶风。,Insecurity of defensive Yang can cause sweating and aversion to wind.,3,1,3,"[{""zh"":""卫阳不固"",""en"":""insecurity of defensive Yang"",""type"":""SUBSTANCE""},{""zh"":""汗出"",""en"":""sweating"",""type"":""SYMPTOM""},{""zh"":""恶风"",""en"":""aversion to wind"",""type"":""PATHOGEN""}]","[{""zh"":""恶风"",""en"":""aversion to wind"",""type"":""PATHOGEN""}]","[{""zh"":""卫阳不固"",""en"":""insecurity of defensive Yang"",""type"":""SUBSTANCE""},{""zh"":""汗出"",""en"":""sweating"",""type"":""SYMPTOM""},{""zh"":""恶风"",""en"":""aversion to wind"",""type"":""PATHOGEN""}]"
TCM_DEV_0247,dev,热毒内陷可扰乱营血运行。,Internal sinking of heat toxin can disturb the movement of nutrient blood.,3,2,3,"[{""zh"":""热毒内陷"",""en"":""internal sinking of heat toxin"",""type"":""PATHOGEN""},{""zh"":""营血"",""en"":""nutrient blood"",""type"":""SUBSTANCE""},{""zh"":""运行"",""en"":""movement"",""type"":""PATHOGENESIS""}]","[{""zh"":""营血"",""en"":""nutrient blood"",""type"":""SUBSTANCE""},{""zh"":""运行"",""en"":""movement"",""type"":""PATHOGENESIS""}]","[{""zh"":""热毒内陷"",""en"":""internal sinking of heat toxin"",""type"":""PATHOGEN""},{""zh"":""营血"",""en"":""nutrient blood"",""type"":""SUBSTANCE""},{""zh"":""运行"",""en"":""movement"",""type"":""PATHOGENESIS""}]"
TCM_DEV_0248,dev,小儿肺脾两虚可使咳喘反复。,Deficiency of the lungs and spleen in children can cause recurrent cough and panting.,3,1,2,"[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""肺脾两虚"",""en"":""deficiency of lungs and spleen"",""type"":""CONCEPT""},{""zh"":""咳喘"",""en"":""cough and panting"",""type"":""SYMPTOM""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""咳喘"",""en"":""cough and panting"",""type"":""SYMPTOM""}]"
TCM_DEV_0249,dev,小儿湿热蕴脾可影响运化功能。,Dampness-heat accumulating in the spleen in children can affect transportation and transformation.,3,3,2,"[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""湿热蕴脾"",""en"":""dampness-heat accumulating in spleen"",""type"":""PATHOGEN""},{""zh"":""运化"",""en"":""transportation and transformation"",""type"":""FUNCTION""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""湿热蕴脾"",""en"":""dampness-heat accumulating in spleen"",""type"":""PATHOGEN""},{""zh"":""运化"",""en"":""transportation and transformation"",""type"":""FUNCTION""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""运化"",""en"":""transportation and transformation"",""type"":""FUNCTION""}]"
TCM_DEV_0250,dev,外科正气不足可使疮面久不生肌。,Insufficiency of healthy Qi in surgery can prevent granulation from growing on the wound surface for a long time.,3,2,2,"[{""zh"":""正气不足"",""en"":""insufficiency of healthy Qi"",""type"":""DIAGNOSIS""},{""zh"":""疮面"",""en"":""wound surface"",""type"":""DIAGNOSIS""},{""zh"":""生肌"",""en"":""granulation growth"",""type"":""DIAGNOSIS""}]","[{""zh"":""正气不足"",""en"":""insufficiency of healthy Qi"",""type"":""DIAGNOSIS""},{""zh"":""疮面"",""en"":""wound surface"",""type"":""DIAGNOSIS""}]","[{""zh"":""正气不足"",""en"":""insufficiency of healthy Qi"",""type"":""DIAGNOSIS""},{""zh"":""疮面"",""en"":""wound surface"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0001,test,同病异治体现了辨证论治的灵活性。,Treating the same disease with different methods reflects the flexibility of treatment based on syndrome differentiation.,2,1,2,"[{""zh"":""同病异治"",""en"":""treating the same disease with different methods"",""type"":""DISEASE""},{""zh"":""辨证论治"",""en"":""treatment based on syndrome differentiation"",""type"":""SYNDROME""}]","[{""zh"":""辨证论治"",""en"":""treatment based on syndrome differentiation"",""type"":""SYNDROME""}]","[{""zh"":""同病异治"",""en"":""treating the same disease with different methods"",""type"":""DISEASE""},{""zh"":""辨证论治"",""en"":""treatment based on syndrome differentiation"",""type"":""SYNDROME""}]"
TCM_TEST_0002,test,异病同治适用于不同疾病表现相同证候的情况。,Treating different diseases with the same therapy applies when different diseases manifest the same syndrome.,2,0,2,"[{""zh"":""异病同治"",""en"":""treating different diseases with the same therapy"",""type"":""DISEASE""},{""zh"":""疾病"",""en"":""disease"",""type"":""DISEASE""}]",[],"[{""zh"":""异病同治"",""en"":""treating different diseases with the same therapy"",""type"":""DISEASE""},{""zh"":""疾病"",""en"":""disease"",""type"":""DISEASE""}]"
TCM_TEST_0003,test,麻疹初期透疹不畅时应采用透疹法。,"When measles eruption is delayed at the early stage, the eruption-promoting method should be applied.",2,0,2,"[{""zh"":""透疹法"",""en"":""eruption-promoting method"",""type"":""THERAPY""},{""zh"":""麻疹"",""en"":""measles"",""type"":""SYMPTOM""}]",[],"[{""zh"":""透疹法"",""en"":""eruption-promoting method"",""type"":""THERAPY""},{""zh"":""麻疹"",""en"":""measles"",""type"":""SYMPTOM""}]"
TCM_TEST_0004,test,肺热为主的麻疹中期应清泄肺热。,"In the middle stage of measles dominated by lung heat, lung heat should be cleared.",4,0,3,"[{""zh"":""麻疹"",""en"":""measles"",""type"":""SYMPTOM""},{""zh"":""肺热"",""en"":""lung heat"",""type"":""PATHOGEN""},{""zh"":""清泄"",""en"":""clearing"",""type"":""THERAPY""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]",[],"[{""zh"":""麻疹"",""en"":""measles"",""type"":""SYMPTOM""},{""zh"":""肺热"",""en"":""lung heat"",""type"":""PATHOGEN""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]"
