id,split,zh,en,text_type,term_count,entities,source_status,note,entities_gold,entities_model,entities_eval,term_count_gold,term_count_model,term_count_eval
TCM_TRAIN_0578,train,驱虫剂体现相应治法的配伍特点。,Parasite-expelling formulas embody compatibility features of the corresponding therapeutic method.,23_surgery_yin_yang_syndrome,3,"[{""zh"":""驱虫剂"",""en"":""parasite-expelling formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""驱虫剂"",""en"":""parasite-expelling formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""驱虫剂"",""en"":""parasite-expelling formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""驱虫剂"",""en"":""parasite-expelling formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",3,3,3
TCM_TRAIN_0579,train,涌吐剂用于治疗痰涎壅盛证。,Emetic formulas are used to treat phlegm and drool accumulation syndromes.,23_surgery_yin_yang_syndrome,2,"[{""zh"":""涌吐剂"",""en"":""emetic formulas"",""type"":""FORMULA""},{""zh"":""痰涎壅盛证"",""en"":""phlegm and drool accumulation syndromes"",""type"":""SYNDROME""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""涌吐剂"",""en"":""emetic formulas"",""type"":""FORMULA""},{""zh"":""痰涎壅盛证"",""en"":""phlegm and drool accumulation syndromes"",""type"":""SYNDROME""}]","[{""zh"":""涌吐剂"",""en"":""emetic formulas"",""type"":""FORMULA""},{""zh"":""痰涎壅盛证"",""en"":""phlegm and drool accumulation syndromes"",""type"":""SYNDROME""}]","[{""zh"":""涌吐剂"",""en"":""emetic formulas"",""type"":""FORMULA""},{""zh"":""痰涎壅盛证"",""en"":""phlegm and drool accumulation syndromes"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0580,train,涌吐剂体现相应治法的配伍特点。,Emetic formulas embody compatibility features of the corresponding therapeutic method.,24_surgery_local_syndrome_terms,3,"[{""zh"":""涌吐剂"",""en"":""emetic formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""涌吐剂"",""en"":""emetic formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""涌吐剂"",""en"":""emetic formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""涌吐剂"",""en"":""emetic formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",3,3,3
TCM_TRAIN_0581,train,和解剂用于治疗少阳病证。,Harmonizing formulas are used to treat Shaoyang syndromes.,24_surgery_local_syndrome_terms,2,"[{""zh"":""和解剂"",""en"":""harmonizing formulas"",""type"":""FORMULA""},{""zh"":""少阳病证"",""en"":""Shaoyang syndromes"",""type"":""SYNDROME""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""和解剂"",""en"":""harmonizing formulas"",""type"":""FORMULA""},{""zh"":""少阳病证"",""en"":""Shaoyang syndromes"",""type"":""SYNDROME""}]","[{""zh"":""和解剂"",""en"":""harmonizing formulas"",""type"":""FORMULA""},{""zh"":""少阳病证"",""en"":""Shaoyang syndromes"",""type"":""SYNDROME""}]","[{""zh"":""和解剂"",""en"":""harmonizing formulas"",""type"":""FORMULA""},{""zh"":""少阳病证"",""en"":""Shaoyang syndromes"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0582,train,和解剂体现相应治法的配伍特点。,Harmonizing formulas embody compatibility features of the corresponding therapeutic method.,24_surgery_local_syndrome_terms,3,"[{""zh"":""和解剂"",""en"":""harmonizing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""和解剂"",""en"":""harmonizing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""和解剂"",""en"":""harmonizing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""和解剂"",""en"":""harmonizing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",3,3,3
TCM_TRAIN_0583,train,表里双解剂用于治疗表里同病证。,Exterior-interior dual-releasing formulas are used to treat combined exterior-interior syndromes.,24_surgery_local_syndrome_terms,2,"[{""zh"":""表里双解剂"",""en"":""exterior-interior dual-releasing formulas"",""type"":""FORMULA""},{""zh"":""表里同病证"",""en"":""combined exterior-interior syndromes"",""type"":""SYNDROME""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""表里双解剂"",""en"":""exterior-interior dual-releasing formulas"",""type"":""FORMULA""},{""zh"":""表里同病证"",""en"":""combined exterior-interior syndromes"",""type"":""SYNDROME""}]","[{""zh"":""表里双解剂"",""en"":""exterior-interior dual-releasing formulas"",""type"":""FORMULA""},{""zh"":""表里同病证"",""en"":""combined exterior-interior syndromes"",""type"":""SYNDROME""}]","[{""zh"":""表里双解剂"",""en"":""exterior-interior dual-releasing formulas"",""type"":""FORMULA""},{""zh"":""表里同病证"",""en"":""combined exterior-interior syndromes"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0584,train,表里双解剂体现相应治法的配伍特点。,Exterior-interior dual-releasing formulas embody compatibility features of the corresponding therapeutic method.,24_surgery_local_syndrome_terms,3,"[{""zh"":""表里双解剂"",""en"":""exterior-interior dual-releasing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""表里双解剂"",""en"":""exterior-interior dual-releasing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""表里双解剂"",""en"":""exterior-interior dual-releasing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""表里双解剂"",""en"":""exterior-interior dual-releasing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",3,3,3
TCM_TRAIN_0585,train,祛暑剂用于治疗暑证。,Summer-heat-dispelling formulas are used to treat summer-heat syndromes.,24_surgery_local_syndrome_terms,2,"[{""zh"":""祛暑剂"",""en"":""summer-heat-dispelling formulas"",""type"":""FORMULA""},{""zh"":""暑证"",""en"":""summer-heat syndromes"",""type"":""SYNDROME""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""祛暑剂"",""en"":""summer-heat-dispelling formulas"",""type"":""FORMULA""},{""zh"":""暑证"",""en"":""summer-heat syndromes"",""type"":""SYNDROME""}]","[{""zh"":""祛暑剂"",""en"":""summer-heat-dispelling formulas"",""type"":""FORMULA""},{""zh"":""暑证"",""en"":""summer-heat syndromes"",""type"":""SYNDROME""}]","[{""zh"":""祛暑剂"",""en"":""summer-heat-dispelling formulas"",""type"":""FORMULA""},{""zh"":""暑证"",""en"":""summer-heat syndromes"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0586,train,祛暑剂体现相应治法的配伍特点。,Summer-heat-dispelling formulas embody compatibility features of the corresponding therapeutic method.,24_surgery_local_syndrome_terms,3,"[{""zh"":""祛暑剂"",""en"":""summer-heat-dispelling formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""祛暑剂"",""en"":""summer-heat-dispelling formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""祛暑剂"",""en"":""summer-heat-dispelling formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""祛暑剂"",""en"":""summer-heat-dispelling formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",3,3,3
TCM_TRAIN_0587,train,温经散寒剂用于治疗寒凝经脉证。,Channel-warming and cold-dispersing formulas are used to treat cold congealing in channels.,24_surgery_local_syndrome_terms,2,"[{""zh"":""温经散寒剂"",""en"":""channel-warming and cold-dispersing formulas"",""type"":""FORMULA""},{""zh"":""寒凝经脉证"",""en"":""cold congealing in channels"",""type"":""MERIDIAN""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""温经散寒剂"",""en"":""channel-warming and cold-dispersing formulas"",""type"":""FORMULA""},{""zh"":""寒凝经脉证"",""en"":""cold congealing in channels"",""type"":""MERIDIAN""}]","[{""zh"":""温经散寒剂"",""en"":""channel-warming and cold-dispersing formulas"",""type"":""FORMULA""},{""zh"":""寒凝经脉证"",""en"":""cold congealing in channels"",""type"":""MERIDIAN""}]","[{""zh"":""温经散寒剂"",""en"":""channel-warming and cold-dispersing formulas"",""type"":""FORMULA""},{""zh"":""寒凝经脉证"",""en"":""cold congealing in channels"",""type"":""MERIDIAN""}]",2,2,2
TCM_TRAIN_0588,train,温经散寒剂体现相应治法的配伍特点。,Channel-warming and cold-dispersing formulas embody compatibility features of the corresponding therapeutic method.,24_surgery_local_syndrome_terms,3,"[{""zh"":""温经散寒剂"",""en"":""channel-warming and cold-dispersing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""温经散寒剂"",""en"":""channel-warming and cold-dispersing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""温经散寒剂"",""en"":""channel-warming and cold-dispersing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""温经散寒剂"",""en"":""channel-warming and cold-dispersing formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",3,3,3
TCM_TRAIN_0589,train,养阴润燥剂用于治疗阴虚燥证。,Yin-nourishing and dryness-moistening formulas are used to treat Yin-deficiency dryness syndromes.,24_surgery_local_syndrome_terms,2,"[{""zh"":""养阴润燥剂"",""en"":""Yin-nourishing and dryness-moistening formulas"",""type"":""FORMULA""},{""zh"":""阴虚燥证"",""en"":""Yin-deficiency dryness syndromes"",""type"":""SYNDROME""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""养阴润燥剂"",""en"":""Yin-nourishing and dryness-moistening formulas"",""type"":""FORMULA""},{""zh"":""阴虚燥证"",""en"":""Yin-deficiency dryness syndromes"",""type"":""SYNDROME""}]","[{""zh"":""养阴润燥剂"",""en"":""Yin-nourishing and dryness-moistening formulas"",""type"":""FORMULA""},{""zh"":""阴虚燥证"",""en"":""Yin-deficiency dryness syndromes"",""type"":""SYNDROME""}]","[{""zh"":""养阴润燥剂"",""en"":""Yin-nourishing and dryness-moistening formulas"",""type"":""FORMULA""},{""zh"":""阴虚燥证"",""en"":""Yin-deficiency dryness syndromes"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0590,train,养阴润燥剂体现相应治法的配伍特点。,Yin-nourishing and dryness-moistening formulas embody compatibility features of the corresponding therapeutic method.,24_surgery_local_syndrome_terms,3,"[{""zh"":""养阴润燥剂"",""en"":""Yin-nourishing and dryness-moistening formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",user_approved_candidate,formula terminology; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""养阴润燥剂"",""en"":""Yin-nourishing and dryness-moistening formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""养阴润燥剂"",""en"":""Yin-nourishing and dryness-moistening formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]","[{""zh"":""养阴润燥剂"",""en"":""Yin-nourishing and dryness-moistening formulas"",""type"":""FORMULA""},{""zh"":""配伍特点"",""en"":""compatibility features"",""type"":""CONCEPT""},{""zh"":""治法"",""en"":""therapeutic method"",""type"":""THERAPY""}]",3,3,3
TCM_TRAIN_0591,train,发表散寒法可以治疗风寒表证。,The method of release the exterior and disperse cold can treat wind-cold exterior syndrome.,24_surgery_local_syndrome_terms,2,"[{""zh"":""发表散寒"",""en"":""release the exterior and disperse cold"",""type"":""THERAPY""},{""zh"":""风寒表证"",""en"":""wind-cold exterior syndrome"",""type"":""SYNDROME""}]",user_approved_candidate,therapeutic method; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""发表散寒"",""en"":""release the exterior and disperse cold"",""type"":""THERAPY""},{""zh"":""风寒表证"",""en"":""wind-cold exterior syndrome"",""type"":""SYNDROME""}]","[{""zh"":""发表散寒"",""en"":""release the exterior and disperse cold"",""type"":""THERAPY""},{""zh"":""风寒表证"",""en"":""wind-cold exterior syndrome"",""type"":""SYNDROME""}]","[{""zh"":""发表散寒"",""en"":""release the exterior and disperse cold"",""type"":""THERAPY""},{""zh"":""风寒表证"",""en"":""wind-cold exterior syndrome"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0592,train,发表散寒药多用于风寒表证。,Medicinals that release the exterior and disperse cold are often used for wind-cold exterior syndrome.,24_surgery_local_syndrome_terms,2,"[{""zh"":""发表散寒药"",""en"":""medicinals that release the exterior and disperse cold"",""type"":""THERAPY""},{""zh"":""风寒表证"",""en"":""wind-cold exterior syndrome"",""type"":""SYNDROME""}]",user_approved_candidate,medicinal action; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""发表散寒药"",""en"":""medicinals that release the exterior and disperse cold"",""type"":""THERAPY""},{""zh"":""风寒表证"",""en"":""wind-cold exterior syndrome"",""type"":""SYNDROME""}]","[{""zh"":""发表散寒药"",""en"":""medicinals that release the exterior and disperse cold"",""type"":""THERAPY""},{""zh"":""风寒表证"",""en"":""wind-cold exterior syndrome"",""type"":""SYNDROME""}]","[{""zh"":""发表散寒药"",""en"":""medicinals that release the exterior and disperse cold"",""type"":""THERAPY""},{""zh"":""风寒表证"",""en"":""wind-cold exterior syndrome"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0593,train,疏散风热法可以治疗风热表证。,The method of disperse wind and heat can treat wind-heat exterior syndrome.,24_surgery_local_syndrome_terms,2,"[{""zh"":""疏散风热"",""en"":""disperse wind and heat"",""type"":""THERAPY""},{""zh"":""风热表证"",""en"":""wind-heat exterior syndrome"",""type"":""SYNDROME""}]",user_approved_candidate,therapeutic method; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""疏散风热"",""en"":""disperse wind and heat"",""type"":""THERAPY""},{""zh"":""风热表证"",""en"":""wind-heat exterior syndrome"",""type"":""SYNDROME""}]","[{""zh"":""疏散风热"",""en"":""disperse wind and heat"",""type"":""THERAPY""},{""zh"":""风热表证"",""en"":""wind-heat exterior syndrome"",""type"":""SYNDROME""}]","[{""zh"":""疏散风热"",""en"":""disperse wind and heat"",""type"":""THERAPY""},{""zh"":""风热表证"",""en"":""wind-heat exterior syndrome"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0594,train,疏散风热药多用于风热表证。,Medicinals that disperse wind and heat are often used for wind-heat exterior syndrome.,24_surgery_local_syndrome_terms,2,"[{""zh"":""疏散风热药"",""en"":""medicinals that disperse wind and heat"",""type"":""THERAPY""},{""zh"":""风热表证"",""en"":""wind-heat exterior syndrome"",""type"":""SYNDROME""}]",user_approved_candidate,medicinal action; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""疏散风热药"",""en"":""medicinals that disperse wind and heat"",""type"":""THERAPY""},{""zh"":""风热表证"",""en"":""wind-heat exterior syndrome"",""type"":""SYNDROME""}]","[{""zh"":""疏散风热药"",""en"":""medicinals that disperse wind and heat"",""type"":""THERAPY""},{""zh"":""风热表证"",""en"":""wind-heat exterior syndrome"",""type"":""SYNDROME""}]","[{""zh"":""疏散风热药"",""en"":""medicinals that disperse wind and heat"",""type"":""THERAPY""},{""zh"":""风热表证"",""en"":""wind-heat exterior syndrome"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0595,train,清热泻火法可以治疗气分热盛证。,The method of clear heat and drain fire can treat exuberant heat at the Qi level.,24_surgery_local_syndrome_terms,2,"[{""zh"":""清热泻火"",""en"":""clear heat and drain fire"",""type"":""THERAPY""},{""zh"":""气分热盛证"",""en"":""exuberant heat at the Qi level"",""type"":""SYNDROME""}]",user_approved_candidate,therapeutic method; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""清热泻火"",""en"":""clear heat and drain fire"",""type"":""THERAPY""},{""zh"":""气分热盛证"",""en"":""exuberant heat at the Qi level"",""type"":""SYNDROME""}]","[{""zh"":""清热泻火"",""en"":""clear heat and drain fire"",""type"":""THERAPY""},{""zh"":""气分热盛证"",""en"":""exuberant heat at the Qi level"",""type"":""SYNDROME""}]","[{""zh"":""清热泻火"",""en"":""clear heat and drain fire"",""type"":""THERAPY""},{""zh"":""气分热盛证"",""en"":""exuberant heat at the Qi level"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0596,train,清热泻火药多用于气分热盛证。,Medicinals that clear heat and drain fire are often used for exuberant heat at the Qi level.,24_surgery_local_syndrome_terms,2,"[{""zh"":""清热泻火药"",""en"":""medicinals that clear heat and drain fire"",""type"":""THERAPY""},{""zh"":""气分热盛证"",""en"":""exuberant heat at the Qi level"",""type"":""SYNDROME""}]",user_approved_candidate,medicinal action; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""清热泻火药"",""en"":""medicinals that clear heat and drain fire"",""type"":""THERAPY""},{""zh"":""气分热盛证"",""en"":""exuberant heat at the Qi level"",""type"":""SYNDROME""}]","[{""zh"":""清热泻火药"",""en"":""medicinals that clear heat and drain fire"",""type"":""THERAPY""},{""zh"":""气分热盛证"",""en"":""exuberant heat at the Qi level"",""type"":""SYNDROME""}]","[{""zh"":""清热泻火药"",""en"":""medicinals that clear heat and drain fire"",""type"":""THERAPY""},{""zh"":""气分热盛证"",""en"":""exuberant heat at the Qi level"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0597,train,清热解毒法可以治疗热毒证。,The method of clear heat and resolve toxin can treat heat-toxin syndrome.,24_surgery_local_syndrome_terms,2,"[{""zh"":""清热解毒"",""en"":""clear heat and resolve toxin"",""type"":""THERAPY""},{""zh"":""热毒证"",""en"":""heat-toxin syndrome"",""type"":""SYNDROME""}]",user_approved_candidate,therapeutic method; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""清热解毒"",""en"":""clear heat and resolve toxin"",""type"":""THERAPY""},{""zh"":""热毒证"",""en"":""heat-toxin syndrome"",""type"":""SYNDROME""}]","[{""zh"":""清热解毒"",""en"":""clear heat and resolve toxin"",""type"":""THERAPY""},{""zh"":""热毒证"",""en"":""heat-toxin syndrome"",""type"":""SYNDROME""}]","[{""zh"":""清热解毒"",""en"":""clear heat and resolve toxin"",""type"":""THERAPY""},{""zh"":""热毒证"",""en"":""heat-toxin syndrome"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0598,train,清热解毒药多用于热毒证。,Medicinals that clear heat and resolve toxin are often used for heat-toxin syndrome.,24_surgery_local_syndrome_terms,2,"[{""zh"":""清热解毒药"",""en"":""medicinals that clear heat and resolve toxin"",""type"":""THERAPY""},{""zh"":""热毒证"",""en"":""heat-toxin syndrome"",""type"":""SYNDROME""}]",user_approved_candidate,medicinal action; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""清热解毒药"",""en"":""medicinals that clear heat and resolve toxin"",""type"":""THERAPY""},{""zh"":""热毒证"",""en"":""heat-toxin syndrome"",""type"":""SYNDROME""}]","[{""zh"":""清热解毒药"",""en"":""medicinals that clear heat and resolve toxin"",""type"":""THERAPY""},{""zh"":""热毒证"",""en"":""heat-toxin syndrome"",""type"":""SYNDROME""}]","[{""zh"":""清热解毒药"",""en"":""medicinals that clear heat and resolve toxin"",""type"":""THERAPY""},{""zh"":""热毒证"",""en"":""heat-toxin syndrome"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0599,train,清热燥湿法可以治疗湿热证。,The method of clear heat and dry dampness can treat dampness-heat syndrome.,24_surgery_local_syndrome_terms,2,"[{""zh"":""清热燥湿"",""en"":""clear heat and dry dampness"",""type"":""THERAPY""},{""zh"":""湿热证"",""en"":""dampness-heat syndrome"",""type"":""SYNDROME""}]",user_approved_candidate,therapeutic method; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""清热燥湿"",""en"":""clear heat and dry dampness"",""type"":""THERAPY""},{""zh"":""湿热证"",""en"":""dampness-heat syndrome"",""type"":""SYNDROME""}]","[{""zh"":""清热燥湿"",""en"":""clear heat and dry dampness"",""type"":""THERAPY""},{""zh"":""湿热证"",""en"":""dampness-heat syndrome"",""type"":""SYNDROME""}]","[{""zh"":""清热燥湿"",""en"":""clear heat and dry dampness"",""type"":""THERAPY""},{""zh"":""湿热证"",""en"":""dampness-heat syndrome"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0600,train,清热燥湿药多用于湿热证。,Medicinals that clear heat and dry dampness are often used for dampness-heat syndrome.,24_surgery_local_syndrome_terms,2,"[{""zh"":""清热燥湿药"",""en"":""medicinals that clear heat and dry dampness"",""type"":""THERAPY""},{""zh"":""湿热证"",""en"":""dampness-heat syndrome"",""type"":""SYNDROME""}]",user_approved_candidate,medicinal action; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""清热燥湿药"",""en"":""medicinals that clear heat and dry dampness"",""type"":""THERAPY""},{""zh"":""湿热证"",""en"":""dampness-heat syndrome"",""type"":""SYNDROME""}]","[{""zh"":""清热燥湿药"",""en"":""medicinals that clear heat and dry dampness"",""type"":""THERAPY""},{""zh"":""湿热证"",""en"":""dampness-heat syndrome"",""type"":""SYNDROME""}]","[{""zh"":""清热燥湿药"",""en"":""medicinals that clear heat and dry dampness"",""type"":""THERAPY""},{""zh"":""湿热证"",""en"":""dampness-heat syndrome"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0601,train,温中散寒法可以治疗中焦虚寒证。,The method of warm the middle and disperse cold can treat deficiency cold of the middle Jiao.,24_surgery_local_syndrome_terms,2,"[{""zh"":""温中散寒"",""en"":""warm the middle and disperse cold"",""type"":""THERAPY""},{""zh"":""中焦虚寒证"",""en"":""deficiency cold of the middle Jiao"",""type"":""SYNDROME""}]",user_approved_candidate,therapeutic method; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""温中散寒"",""en"":""warm the middle and disperse cold"",""type"":""THERAPY""},{""zh"":""中焦虚寒证"",""en"":""deficiency cold of the middle Jiao"",""type"":""SYNDROME""}]","[{""zh"":""温中散寒"",""en"":""warm the middle and disperse cold"",""type"":""THERAPY""},{""zh"":""中焦虚寒证"",""en"":""deficiency cold of the middle Jiao"",""type"":""SYNDROME""}]","[{""zh"":""温中散寒"",""en"":""warm the middle and disperse cold"",""type"":""THERAPY""},{""zh"":""中焦虚寒证"",""en"":""deficiency cold of the middle Jiao"",""type"":""SYNDROME""}]",2,2,2
TCM_TRAIN_0602,train,温中散寒药多用于中焦虚寒证。,Medicinals that warm the middle and disperse cold are often used for deficiency cold of the middle Jiao.,24_surgery_local_syndrome_terms,2,"[{""zh"":""温中散寒药"",""en"":""medicinals that warm the middle and disperse cold"",""type"":""THERAPY""},{""zh"":""中焦虚寒证"",""en"":""deficiency cold of the middle Jiao"",""type"":""SYNDROME""}]",user_approved_candidate,medicinal action; short aligned segment; no OCR/enum/truncation risk,"[{""zh"":""温中散寒药"",""en"":""medicinals that warm the middle and disperse cold"",""type"":""THERAPY""},{""zh"":""中焦虚寒证"",""en"":""deficiency cold of the middle Jiao"",""type"":""SYNDROME""}]","[{""zh"":""温中散寒药"",""en"":""medicinals that warm the middle and disperse cold"",""type"":""THERAPY""},{""zh"":""中焦虚寒证"",""en"":""deficiency cold of the middle Jiao"",""type"":""SYNDROME""}]","[{""zh"":""温中散寒药"",""en"":""medicinals that warm the middle and disperse cold"",""type"":""THERAPY""},{""zh"":""中焦虚寒证"",""en"":""deficiency cold of the middle Jiao"",""type"":""SYNDROME""}]",2,2,2
