id,split,zh,term_count_gold,bio_span_count,gap,reason,entities_gold,bio_spans_json
TCM_TEST_0100,test,正气恢复可促进疮面生肌。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""正气恢复"",""en"":""recovery of healthy Qi"",""type"":""DIAGNOSIS""},{""zh"":""生肌"",""en"":""granulation growth"",""type"":""DIAGNOSIS""},{""zh"":""疮面"",""en"":""wound surface"",""type"":""DIAGNOSIS""},{""zh"":""正气"",""en"":""healthy Qi"",""type"":""CONCEPT""}]","[{""start"":0,""end"":4,""text"":""正气恢复"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""疮面"",""type"":""SYMPTOM""},{""start"":9,""end"":11,""text"":""生肌"",""type"":""CONCEPT""}]"
TCM_TEST_0101,test,阴阳平衡失调可形成寒热虚实变化。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""寒热虚实"",""en"":""cold, heat, deficiency and excess"",""type"":""DIAGNOSIS""},{""zh"":""阴阳"",""en"":""Yin and Yang"",""type"":""THEORY""},{""zh"":""平衡"",""en"":""balance"",""type"":""CONCEPT""},{""zh"":""寒热"",""en"":""cold and heat"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":2,""text"":""阴阳"",""type"":""CONCEPT""},{""start"":2,""end"":4,""text"":""平衡"",""type"":""CONCEPT""},{""start"":9,""end"":13,""text"":""寒热虚实"",""type"":""CONCEPT""}]"
TCM_TEST_0102,test,阴液滋养脏腑组织。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脏腑"",""en"":""Zang-Fu organs"",""type"":""ORGAN_SYSTEM""},{""zh"":""阴液"",""en"":""Yin fluid"",""type"":""DIAGNOSIS""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]","[{""start"":0,""end"":2,""text"":""阴液"",""type"":""CONCEPT""},{""start"":4,""end"":6,""text"":""脏腑"",""type"":""ORGAN""}]"
TCM_TEST_0103,test,阳气温煦不足可形成寒象。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""阳气"",""en"":""Yang-Qi"",""type"":""DIAGNOSIS""},{""zh"":""寒象"",""en"":""cold manifestations"",""type"":""SYMPTOM""},{""zh"":""寒"",""en"":""cold"",""type"":""PATHOGEN""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""start"":0,""end"":2,""text"":""阳气"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""寒象"",""type"":""CONCEPT""}]"
TCM_TEST_0104,test,阴液亏虚可形成燥热表现。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""阴液"",""en"":""Yin fluid"",""type"":""DIAGNOSIS""},{""zh"":""燥热"",""en"":""dryness-heat"",""type"":""PATHOGENESIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]","[{""start"":0,""end"":2,""text"":""阴液"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""燥热"",""type"":""CONCEPT""}]"
TCM_TEST_0106,test,气机郁滞可影响血液运行。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""气机郁滞"",""en"":""stagnation of Qi movement"",""type"":""SUBSTANCE""},{""zh"":""血液运行"",""en"":""blood circulation"",""type"":""PATHOGENESIS""},{""zh"":""气机"",""en"":""Qi movement"",""type"":""PHYSIOLOGY""}]","[{""start"":0,""end"":4,""text"":""气机郁滞"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""血液运行"",""type"":""CONCEPT""}]"
TCM_TEST_0107,test,气机逆乱可导致脏腑功能失常。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""气机逆乱"",""en"":""disorder of Qi movement"",""type"":""SUBSTANCE""},{""zh"":""功能"",""en"":""function"",""type"":""DIAGNOSIS""},{""zh"":""气机"",""en"":""Qi movement"",""type"":""PHYSIOLOGY""},{""zh"":""脏腑"",""en"":""Zang-Fu organs"",""type"":""ORGAN_SYSTEM""}]","[{""start"":0,""end"":4,""text"":""气机逆乱"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""脏腑"",""type"":""ORGAN""},{""start"":9,""end"":11,""text"":""功能"",""type"":""CONCEPT""}]"
TCM_TEST_0109,test,津液亏耗可导致口燥咽干。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""津液亏耗"",""en"":""depletion of body fluids"",""type"":""SUBSTANCE""},{""zh"":""口燥咽干"",""en"":""dry mouth and throat"",""type"":""PATHOGEN""},{""zh"":""津液"",""en"":""body fluids"",""type"":""SUBSTANCE""}]","[{""start"":0,""end"":4,""text"":""津液亏耗"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""口燥咽干"",""type"":""CONCEPT""}]"
TCM_TEST_0111,test,心气不足可使血脉运行无力。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""心气不足"",""en"":""insufficiency of heart-Qi"",""type"":""SUBSTANCE""},{""zh"":""血脉"",""en"":""blood and vessels"",""type"":""TISSUE""},{""zh"":""心气"",""en"":""heart Qi"",""type"":""DIAGNOSIS""},{""zh"":""心"",""en"":""heart"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""心气不足"",""type"":""SYNDROME""},{""start"":6,""end"":8,""text"":""血脉"",""type"":""CONCEPT""}]"
TCM_TEST_0112,test,心阳不振可影响血脉温通。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""心阳不振"",""en"":""weakness of heart Yang"",""type"":""SUBSTANCE""},{""zh"":""血脉"",""en"":""blood and vessels"",""type"":""TISSUE""},{""zh"":""心阳"",""en"":""Heart Yang"",""type"":""DIAGNOSIS""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""start"":0,""end"":4,""text"":""心阳不振"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""血脉"",""type"":""CONCEPT""}]"
TCM_TEST_0113,test,心血不足可使心神失养。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""心血不足"",""en"":""insufficiency of heart blood"",""type"":""DIAGNOSIS""},{""zh"":""心神失养"",""en"":""malnutrition of the mind"",""type"":""DIAGNOSIS""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""},{""zh"":""心血"",""en"":""heart blood"",""type"":""SUBSTANCE""}]","[{""start"":0,""end"":4,""text"":""心血不足"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""心神失养"",""type"":""SYNDROME""}]"
TCM_TEST_0114,test,心阴不足可导致虚热扰心。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""心阴不足"",""en"":""insufficiency of heart Yin"",""type"":""PATHOGENESIS""},{""zh"":""虚热"",""en"":""deficiency heat"",""type"":""DIAGNOSIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]","[{""start"":0,""end"":4,""text"":""心阴不足"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""虚热"",""type"":""SYNDROME""}]"
TCM_TEST_0115,test,肺气闭郁可导致宣降失常。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肺气闭郁"",""en"":""obstruction and stagnation of lung-Qi"",""type"":""SUBSTANCE""},{""zh"":""肺气"",""en"":""lung Qi"",""type"":""SUBSTANCE""},{""zh"":""宣降"",""en"":""dispersing and descending"",""type"":""DIAGNOSIS""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""肺气闭郁"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""宣降"",""type"":""CONCEPT""}]"
TCM_TEST_0116,test,肺阴亏虚可使肺失滋润。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肺阴亏虚"",""en"":""deficiency of lung Yin"",""type"":""SUBSTANCE""},{""zh"":""滋润"",""en"":""moistening"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""肺阴亏虚"",""type"":""SYNDROME""},{""start"":6,""end"":7,""text"":""肺"",""type"":""ORGAN""},{""start"":8,""end"":10,""text"":""滋润"",""type"":""CONCEPT""}]"
TCM_TEST_0117,test,肺热壅盛可灼伤津液。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肺热壅盛"",""en"":""exuberant lung heat"",""type"":""PATHOGEN""},{""zh"":""肺热"",""en"":""lung heat"",""type"":""PATHOGEN""},{""zh"":""津液"",""en"":""body fluids"",""type"":""SUBSTANCE""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":4,""text"":""肺热壅盛"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""津液"",""type"":""CONCEPT""}]"
TCM_TEST_0118,test,痰浊阻肺可影响气道通畅。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""痰浊阻肺"",""en"":""turbid phlegm obstructing lungs"",""type"":""PATHOGEN""},{""zh"":""气道"",""en"":""Qi passage"",""type"":""SUBSTANCE""},{""zh"":""痰浊"",""en"":""turbid phlegm"",""type"":""DIAGNOSIS""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""痰浊阻肺"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""气道"",""type"":""CONCEPT""}]"
TCM_TEST_0119,test,脾气虚弱可使水谷运化失常。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""运化失常"",""en"":""transportation dysfunction"",""type"":""THERAPY""},{""zh"":""脾气虚弱"",""en"":""weakness of spleen-Qi"",""type"":""SUBSTANCE""},{""zh"":""水谷运化"",""en"":""transformation and transportation of food and drink"",""type"":""THERAPY""},{""zh"":""水谷"",""en"":""food and drink"",""type"":""SUBSTANCE""}]","[{""start"":0,""end"":4,""text"":""脾气虚弱"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""水谷运化"",""type"":""CONCEPT""}]"
TCM_TEST_0120,test,脾阳不足可使寒湿内生。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾阳不足"",""en"":""insufficiency of spleen Yang"",""type"":""SUBSTANCE""},{""zh"":""寒湿内生"",""en"":""endogenous cold-dampness"",""type"":""PATHOGEN""},{""zh"":""脾阳"",""en"":""spleen Yang"",""type"":""PATHOGENESIS""},{""zh"":""内"",""en"":""interior"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""脾阳不足"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""寒湿内生"",""type"":""SYNDROME""}]"
TCM_TEST_0121,test,脾阴不足可影响胃肠濡润。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾阴不足"",""en"":""insufficiency of spleen Yin"",""type"":""SUBSTANCE""},{""zh"":""胃肠"",""en"":""stomach and intestines"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""脾阴不足"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""胃肠"",""type"":""CONCEPT""}]"
TCM_TEST_0122,test,脾虚失统可导致血不循经。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""脾虚失统"",""en"":""spleen deficiency failing to control"",""type"":""CONCEPT""},{""zh"":""血不循经"",""en"":""blood leaving vessels"",""type"":""SUBSTANCE""},{""zh"":""脾虚"",""en"":""spleen deficiency"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""start"":0,""end"":4,""text"":""脾虚失统"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""血不循经"",""type"":""CONCEPT""}]"
TCM_TEST_0123,test,肝气不舒可导致气郁化火。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肝气不舒"",""en"":""unsmooth Liver-Qi"",""type"":""SUBSTANCE""},{""zh"":""气郁化火"",""en"":""Qi depression transforming into fire"",""type"":""THERAPY""},{""zh"":""火"",""en"":""fire"",""type"":""ELEMENT""}]","[{""start"":0,""end"":4,""text"":""肝气不舒"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""气郁化火"",""type"":""CONCEPT""}]"
TCM_TEST_0124,test,肝火亢盛可扰动心神。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肝火亢盛"",""en"":""hyperactive Liver-fire"",""type"":""PATHOGEN""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""},{""zh"":""动"",""en"":""motion"",""type"":""CONCEPT""},{""zh"":""火"",""en"":""fire"",""type"":""ELEMENT""}]","[{""start"":0,""end"":4,""text"":""肝火亢盛"",""type"":""CONCEPT""},{""start"":6,""end"":7,""text"":""动"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""心神"",""type"":""ORGAN""}]"
TCM_TEST_0126,test,肝阳偏亢可上扰清窍。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肝阳偏亢"",""en"":""hyperactivity of Liver-Yang"",""type"":""PATHOGENESIS""},{""zh"":""清窍"",""en"":""clear orifices"",""type"":""THERAPY""},{""zh"":""上"",""en"":""upper"",""type"":""DIAGNOSIS""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""start"":0,""end"":4,""text"":""肝阳偏亢"",""type"":""SYNDROME""},{""start"":5,""end"":6,""text"":""上"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""清窍"",""type"":""CONCEPT""}]"
TCM_TEST_0128,test,肾阴亏虚可导致虚火内扰。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肾阴亏虚"",""en"":""deficiency of kidney Yin"",""type"":""SUBSTANCE""},{""zh"":""肾阴"",""en"":""kidney Yin"",""type"":""SUBSTANCE""},{""zh"":""虚火"",""en"":""deficiency fire"",""type"":""PATHOGENESIS""},{""zh"":""内"",""en"":""interior"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""肾阴亏虚"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""虚火"",""type"":""CONCEPT""},{""start"":9,""end"":10,""text"":""内"",""type"":""CONCEPT""}]"
TCM_TEST_0129,test,肾阳虚弱可导致水液不化。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肾阳虚弱"",""en"":""weakness of kidney Yang"",""type"":""SUBSTANCE""},{""zh"":""阳虚"",""en"":""Yang deficiency"",""type"":""DIAGNOSIS""},{""zh"":""肾阳"",""en"":""kidney Yang"",""type"":""SUBSTANCE""},{""zh"":""水液"",""en"":""fluids"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""肾阳虚弱"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""水液"",""type"":""CONCEPT""}]"
TCM_TEST_0130,test,肾精亏损可影响齿骨发育。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肾精亏损"",""en"":""depletion of kidney essence"",""type"":""SUBSTANCE""},{""zh"":""肾精"",""en"":""kidney essence"",""type"":""SUBSTANCE""},{""zh"":""齿骨"",""en"":""teeth and bones"",""type"":""TISSUE""}]","[{""start"":0,""end"":4,""text"":""肾精亏损"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""齿骨"",""type"":""CONCEPT""}]"
TCM_TEST_0131,test,胆气不利可影响胆汁疏泄。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""胆气不利"",""en"":""unsmooth gallbladder Qi"",""type"":""SUBSTANCE""},{""zh"":""胆气"",""en"":""gallbladder Qi"",""type"":""DIAGNOSIS""},{""zh"":""胆汁"",""en"":""bile"",""type"":""FLUID""}]","[{""start"":0,""end"":4,""text"":""胆气不利"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""胆汁"",""type"":""CONCEPT""}]"
TCM_TEST_0132,test,胃热炽盛可耗伤胃阴。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""胃热炽盛"",""en"":""exuberant stomach heat"",""type"":""PATHOGEN""},{""zh"":""胃阴"",""en"":""stomach Yin"",""type"":""DIAGNOSIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]","[{""start"":0,""end"":4,""text"":""胃热炽盛"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""胃阴"",""type"":""ORGAN""}]"
TCM_TEST_0133,test,胃寒凝滞可影响受纳腐熟。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""胃寒凝滞"",""en"":""stomach cold with stagnation"",""type"":""PATHOGEN""},{""zh"":""受纳腐熟"",""en"":""reception and decomposition"",""type"":""CONCEPT""},{""zh"":""寒"",""en"":""cold"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":4,""text"":""胃寒凝滞"",""type"":""SYNDROME""},{""start"":7,""end"":11,""text"":""受纳腐熟"",""type"":""CONCEPT""}]"
TCM_TEST_0134,test,小肠气化失常可影响清浊分泌。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""小肠气化"",""en"":""small-intestine Qi transformation"",""type"":""THERAPY""},{""zh"":""气化"",""en"":""Qi transformation"",""type"":""THERAPY""},{""zh"":""清浊"",""en"":""clear and turbid"",""type"":""THERAPY""}]","[{""start"":0,""end"":4,""text"":""小肠气化"",""type"":""CONCEPT""},{""start"":9,""end"":11,""text"":""清浊"",""type"":""CONCEPT""}]"
TCM_TEST_0135,test,大肠津亏可导致传导不利。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""大肠津亏"",""en"":""fluid deficiency in large intestine"",""type"":""SUBSTANCE""},{""zh"":""传导不利"",""en"":""difficult transportation"",""type"":""CONCEPT""},{""zh"":""大肠"",""en"":""large intestine"",""type"":""ORGAN""},{""zh"":""津亏"",""en"":""fluid depletion"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""大肠津亏"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""传导不利"",""type"":""CONCEPT""}]"
TCM_TEST_0136,test,膀胱湿热可影响气化排尿。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""膀胱湿热"",""en"":""dampness-heat in urinary bladder"",""type"":""PATHOGEN""},{""zh"":""膀胱"",""en"":""urinary bladder"",""type"":""ORGAN""},{""zh"":""气化"",""en"":""Qi transformation"",""type"":""THERAPY""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":4,""text"":""膀胱湿热"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""气化"",""type"":""CONCEPT""}]"
TCM_TEST_0137,test,三焦不利可影响水道通调。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""三焦不利"",""en"":""unsmooth triple Jiao"",""type"":""CONCEPT""},{""zh"":""水道"",""en"":""water pathways"",""type"":""CONCEPT""},{""zh"":""水"",""en"":""water"",""type"":""ELEMENT""}]","[{""start"":0,""end"":4,""text"":""三焦不利"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""水道"",""type"":""CONCEPT""}]"
TCM_TEST_0138,test,卫气不足可使肌表失固。,3,2,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""卫气不足"",""en"":""insufficiency of defensive Qi"",""type"":""SUBSTANCE""},{""zh"":""卫气"",""en"":""defensive Qi"",""type"":""SUBSTANCE""},{""zh"":""肌表"",""en"":""superficies"",""type"":""PATHOGENESIS""}]","[{""start"":0,""end"":4,""text"":""卫气不足"",""type"":""SYNDROME""},{""start"":6,""end"":8,""text"":""肌表"",""type"":""ORGAN""}]"
TCM_TEST_0142,test,小儿肺脏娇嫩，外邪易从口鼻入侵。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""肺脏娇嫩"",""en"":""delicate lungs"",""type"":""CONCEPT""},{""zh"":""外邪"",""en"":""exogenous pathogens"",""type"":""PATHOGEN""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""外"",""en"":""exterior"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":2,""text"":""小儿"",""type"":""CONCEPT""},{""start"":2,""end"":6,""text"":""肺脏娇嫩"",""type"":""CONCEPT""},{""start"":7,""end"":9,""text"":""外邪"",""type"":""CONCEPT""}]"
TCM_TEST_0143,test,小儿脾胃薄弱，乳食不节易成积滞。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""乳食不节"",""en"":""improper feeding"",""type"":""CONCEPT""},{""zh"":""脾胃薄弱"",""en"":""weak spleen and stomach"",""type"":""CONCEPT""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":2,""text"":""小儿"",""type"":""CONCEPT""},{""start"":2,""end"":6,""text"":""脾胃薄弱"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""乳食不节"",""type"":""CONCEPT""}]"
TCM_TEST_0145,test,小儿热病易出现热极生风。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""小儿热病"",""en"":""febrile diseases in children"",""type"":""DISEASE""},{""zh"":""热极生风"",""en"":""extreme heat generating wind"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]","[{""start"":0,""end"":4,""text"":""小儿热病"",""type"":""DISEASE""},{""start"":7,""end"":11,""text"":""热极生风"",""type"":""CONCEPT""}]"
TCM_TEST_0146,test,小儿泄泻日久可损伤脾肾阳气。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""小儿泄泻"",""en"":""diarrhea in children"",""type"":""THERAPY""},{""zh"":""脾肾阳气"",""en"":""Yang-Qi of spleen and kidneys"",""type"":""SUBSTANCE""},{""zh"":""肾阳"",""en"":""kidney Yang"",""type"":""SUBSTANCE""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":4,""text"":""小儿泄泻"",""type"":""CONCEPT""},{""start"":9,""end"":13,""text"":""脾肾阳气"",""type"":""CONCEPT""}]"
TCM_TEST_0147,test,疮疡毒邪炽盛可导致红肿热痛。,4,3,1,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""红肿热痛"",""en"":""redness, swelling, heat and pain"",""type"":""DIAGNOSIS""},{""zh"":""毒邪炽盛"",""en"":""exuberant toxins"",""type"":""PATHOGEN""},{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""毒邪"",""en"":""pathogenic toxins"",""type"":""DIAGNOSIS""}]","[{""start"":0,""end"":2,""text"":""疮疡"",""type"":""DISEASE""},{""start"":2,""end"":6,""text"":""毒邪炽盛"",""type"":""CONCEPT""},{""start"":9,""end"":13,""text"":""红肿热痛"",""type"":""SYMPTOM""}]"
TCM_TEST_0149,test,阴证疮疡多由寒痰凝滞而成。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""阴证疮疡"",""en"":""Yin-type sores and ulcers"",""type"":""SYMPTOM""},{""zh"":""寒痰凝滞"",""en"":""stagnation of cold phlegm"",""type"":""PATHOGEN""},{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""}]","[{""start"":0,""end"":4,""text"":""阴证疮疡"",""type"":""DISEASE""},{""start"":6,""end"":10,""text"":""寒痰凝滞"",""type"":""SYNDROME""}]"
TCM_TEST_0150,test,阳证疮疡多由火毒壅盛而成。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""火毒壅盛"",""en"":""exuberant fire toxin"",""type"":""DIAGNOSIS""},{""zh"":""阳证疮疡"",""en"":""Yang-type sores and ulcers"",""type"":""SYMPTOM""},{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""阳证"",""en"":""Yang syndrome"",""type"":""SYNDROME""}]","[{""start"":0,""end"":4,""text"":""阳证疮疡"",""type"":""DISEASE""},{""start"":6,""end"":10,""text"":""火毒壅盛"",""type"":""CONCEPT""}]"
TCM_TEST_0151,test,神志清楚常提示心神得养。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""心神得养"",""en"":""mind is nourished"",""type"":""DIAGNOSIS""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""},{""zh"":""神志"",""en"":""consciousness"",""type"":""CONCEPT""},{""zh"":""心"",""en"":""heart"",""type"":""ORGAN""}]","[{""start"":0,""end"":2,""text"":""神志"",""type"":""SYMPTOM""},{""start"":7,""end"":11,""text"":""心神得养"",""type"":""CONCEPT""}]"
TCM_TEST_0152,test,神志昏蒙常提示痰火扰心。,4,2,2,"BIO is non-overlapping; nested, discontinuous, or non-exact entities are not fully represented.","[{""zh"":""神志昏蒙"",""en"":""clouded consciousness"",""type"":""DIAGNOSIS""},{""zh"":""痰火扰心"",""en"":""phlegm-fire disturbing heart"",""type"":""DIAGNOSIS""},{""zh"":""神志"",""en"":""consciousness"",""type"":""CONCEPT""},{""zh"":""火"",""en"":""fire"",""type"":""ELEMENT""}]","[{""start"":0,""end"":4,""text"":""神志昏蒙"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""痰火扰心"",""type"":""CONCEPT""}]"
