id,split,zh,spans_json,span_count,char_count,labels_json
TCM_TRAIN_0628,train,利水消肿药多用于水肿证。,"[{""start"":0,""end"":5,""text"":""利水消肿药"",""type"":""THERAPY""},{""start"":8,""end"":11,""text"":""水肿证"",""type"":""SYNDROME""}]",2,12,"[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0629,train,消食化积法可以治疗食积证。,"[{""start"":0,""end"":4,""text"":""消食化积"",""type"":""THERAPY""},{""start"":9,""end"":12,""text"":""食积证"",""type"":""SYNDROME""}]",2,13,"[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0630,train,消食化积药多用于食积证。,"[{""start"":0,""end"":5,""text"":""消食化积药"",""type"":""THERAPY""},{""start"":8,""end"":11,""text"":""食积证"",""type"":""SYNDROME""}]",2,12,"[""B-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""I-THERAPY"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0631,train,驱虫消积法可以治疗虫积证。,"[{""start"":0,""end"":4,""text"":""驱虫消积"",""type"":""CONCEPT""},{""start"":9,""end"":12,""text"":""虫积证"",""type"":""SYNDROME""}]",2,13,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0632,train,驱虫消积药多用于虫积证。,"[{""start"":0,""end"":5,""text"":""驱虫消积药"",""type"":""CONCEPT""},{""start"":8,""end"":11,""text"":""虫积证"",""type"":""SYNDROME""}]",2,12,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0633,train,润肠通便法可以治疗津亏便秘证。,"[{""start"":0,""end"":4,""text"":""润肠通便"",""type"":""CONCEPT""},{""start"":9,""end"":14,""text"":""津亏便秘证"",""type"":""SYNDROME""}]",2,15,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0634,train,润肠通便药多用于津亏便秘证。,"[{""start"":0,""end"":5,""text"":""润肠通便药"",""type"":""CONCEPT""},{""start"":8,""end"":13,""text"":""津亏便秘证"",""type"":""SYNDROME""}]",2,14,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O""]"
TCM_TRAIN_0635,train,小儿生理特点主要表现为脏腑娇嫩和形气未充。,"[{""start"":0,""end"":2,""text"":""小儿"",""type"":""CONCEPT""},{""start"":11,""end"":15,""text"":""脏腑娇嫩"",""type"":""CONCEPT""},{""start"":16,""end"":20,""text"":""形气未充"",""type"":""CONCEPT""}]",3,21,"[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0636,train,脏腑娇嫩说明小儿脏腑功能尚未成熟。,"[{""start"":0,""end"":4,""text"":""脏腑娇嫩"",""type"":""CONCEPT""},{""start"":6,""end"":8,""text"":""小儿"",""type"":""CONCEPT""},{""start"":8,""end"":12,""text"":""脏腑功能"",""type"":""CONCEPT""}]",3,17,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O""]"
TCM_TRAIN_0637,train,形气未充说明小儿形体和生理功能尚未完善。,"[{""start"":0,""end"":4,""text"":""形气未充"",""type"":""CONCEPT""},{""start"":8,""end"":10,""text"":""形体"",""type"":""CONCEPT""},{""start"":11,""end"":15,""text"":""生理功能"",""type"":""CONCEPT""}]",3,20,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O""]"
TCM_TRAIN_0638,train,古代医家将小儿生理特点概括为稚阴稚阳。,"[{""start"":5,""end"":11,""text"":""小儿生理特点"",""type"":""CONCEPT""},{""start"":14,""end"":18,""text"":""稚阴稚阳"",""type"":""CONCEPT""}]",2,19,"[""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0639,train,小儿肺常不足，卫外功能薄弱。,"[{""start"":2,""end"":6,""text"":""肺常不足"",""type"":""SYNDROME""},{""start"":7,""end"":11,""text"":""卫外功能"",""type"":""CONCEPT""}]",2,14,"[""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0640,train,小儿脾常不足，运化功能未健。,"[{""start"":2,""end"":6,""text"":""脾常不足"",""type"":""SYNDROME""},{""start"":7,""end"":9,""text"":""运化"",""type"":""CONCEPT""}]",2,14,"[""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O""]"
TCM_TRAIN_0641,train,小儿肾常虚，肾气尚未充盛。,"[{""start"":2,""end"":5,""text"":""肾常虚"",""type"":""CONCEPT""},{""start"":6,""end"":8,""text"":""肾气"",""type"":""ORGAN""}]",2,13,"[""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-ORGAN"",""I-ORGAN"",""O"",""O"",""O"",""O"",""O""]"
TCM_TRAIN_0642,train,肺气有赖脾之精微充养。,"[{""start"":0,""end"":2,""text"":""肺气"",""type"":""ORGAN""},{""start"":4,""end"":8,""text"":""脾之精微"",""type"":""CONCEPT""},{""start"":8,""end"":10,""text"":""充养"",""type"":""CONCEPT""}]",3,11,"[""B-ORGAN"",""I-ORGAN"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0643,train,脾为气血生化之源。,"[{""start"":0,""end"":1,""text"":""脾"",""type"":""ORGAN""},{""start"":2,""end"":4,""text"":""气血"",""type"":""CONCEPT""},{""start"":4,""end"":8,""text"":""生化之源"",""type"":""CONCEPT""}]",3,9,"[""B-ORGAN"",""O"",""B-CONCEPT"",""I-CONCEPT"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0644,train,肾中元阴元阳为生命之根。,"[{""start"":0,""end"":6,""text"":""肾中元阴元阳"",""type"":""CONCEPT""},{""start"":7,""end"":11,""text"":""生命之根"",""type"":""CONCEPT""}]",2,12,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0645,train,小儿肝常有余反映少阳生发之气旺盛。,"[{""start"":2,""end"":6,""text"":""肝常有余"",""type"":""CONCEPT""},{""start"":8,""end"":10,""text"":""少阳"",""type"":""CONCEPT""},{""start"":10,""end"":14,""text"":""生发之气"",""type"":""CONCEPT""}]",3,17,"[""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0646,train,小儿病理特点包括发病容易和传变迅速。,"[{""start"":0,""end"":6,""text"":""小儿病理特点"",""type"":""CONCEPT""},{""start"":8,""end"":12,""text"":""发病容易"",""type"":""CONCEPT""},{""start"":13,""end"":17,""text"":""传变迅速"",""type"":""CONCEPT""}]",3,18,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0647,train,小儿脏腑娇嫩使其容易感受病邪。,"[{""start"":2,""end"":6,""text"":""脏腑娇嫩"",""type"":""CONCEPT""},{""start"":12,""end"":14,""text"":""病邪"",""type"":""CONCEPT""}]",2,15,"[""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0648,train,小儿疾病传变迅速，常表现为易虚易实。,"[{""start"":4,""end"":8,""text"":""传变迅速"",""type"":""CONCEPT""},{""start"":13,""end"":17,""text"":""易虚易实"",""type"":""CONCEPT""}]",2,18,"[""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0649,train,小儿疾病传变迅速，常表现为易寒易热。,"[{""start"":4,""end"":8,""text"":""传变迅速"",""type"":""CONCEPT""},{""start"":13,""end"":17,""text"":""易寒易热"",""type"":""CONCEPT""}]",2,18,"[""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0650,train,邪气易实，正气易虚，是小儿病变的重要特点。,"[{""start"":0,""end"":2,""text"":""邪气"",""type"":""CONCEPT""},{""start"":5,""end"":7,""text"":""正气"",""type"":""CONCEPT""},{""start"":11,""end"":15,""text"":""小儿病变"",""type"":""CONCEPT""}]",3,21,"[""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""O"",""O""]"
TCM_TRAIN_0651,train,脏气清灵使小儿疾病容易趋向康复。,"[{""start"":0,""end"":4,""text"":""脏气清灵"",""type"":""CONCEPT""},{""start"":5,""end"":9,""text"":""小儿疾病"",""type"":""CONCEPT""},{""start"":13,""end"":15,""text"":""康复"",""type"":""CONCEPT""}]",3,16,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0652,train,小儿感冒多与外邪犯肺卫有关。,"[{""start"":0,""end"":4,""text"":""小儿感冒"",""type"":""CONCEPT""},{""start"":6,""end"":11,""text"":""外邪犯肺卫"",""type"":""CONCEPT""}]",2,14,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0653,train,小儿感冒以外邪犯肺卫为主要病机。,"[{""start"":0,""end"":4,""text"":""小儿感冒"",""type"":""CONCEPT""},{""start"":5,""end"":10,""text"":""外邪犯肺卫"",""type"":""CONCEPT""},{""start"":13,""end"":15,""text"":""病机"",""type"":""CONCEPT""}]",3,16,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0654,train,风寒感冒多与风寒束表有关。,"[{""start"":0,""end"":4,""text"":""风寒感冒"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""风寒束表"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O""]"
TCM_TRAIN_0655,train,风寒感冒以风寒束表为主要病机。,"[{""start"":0,""end"":4,""text"":""风寒感冒"",""type"":""SYNDROME""},{""start"":5,""end"":9,""text"":""风寒束表"",""type"":""SYNDROME""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0656,train,风热感冒多与风热犯表有关。,"[{""start"":0,""end"":4,""text"":""风热感冒"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""风热犯表"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O""]"
TCM_TRAIN_0657,train,风热感冒以风热犯表为主要病机。,"[{""start"":0,""end"":4,""text"":""风热感冒"",""type"":""SYNDROME""},{""start"":5,""end"":9,""text"":""风热犯表"",""type"":""SYNDROME""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0658,train,暑邪感冒多与暑邪夹湿有关。,"[{""start"":0,""end"":4,""text"":""暑邪感冒"",""type"":""CONCEPT""},{""start"":6,""end"":10,""text"":""暑邪夹湿"",""type"":""CONCEPT""}]",2,13,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0659,train,暑邪感冒以暑邪夹湿为主要病机。,"[{""start"":0,""end"":4,""text"":""暑邪感冒"",""type"":""CONCEPT""},{""start"":5,""end"":9,""text"":""暑邪夹湿"",""type"":""CONCEPT""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0660,train,外感咳嗽多与外邪犯肺有关。,"[{""start"":0,""end"":4,""text"":""外感咳嗽"",""type"":""CONCEPT""},{""start"":6,""end"":10,""text"":""外邪犯肺"",""type"":""SYNDROME""}]",2,13,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O""]"
TCM_TRAIN_0661,train,外感咳嗽以外邪犯肺为主要病机。,"[{""start"":0,""end"":4,""text"":""外感咳嗽"",""type"":""CONCEPT""},{""start"":5,""end"":9,""text"":""外邪犯肺"",""type"":""SYNDROME""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0662,train,内伤咳嗽多与脾肺功能失调有关。,"[{""start"":0,""end"":4,""text"":""内伤咳嗽"",""type"":""CONCEPT""},{""start"":6,""end"":12,""text"":""脾肺功能失调"",""type"":""CONCEPT""}]",2,15,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0663,train,内伤咳嗽以脾肺功能失调为主要病机。,"[{""start"":0,""end"":4,""text"":""内伤咳嗽"",""type"":""CONCEPT""},{""start"":5,""end"":11,""text"":""脾肺功能失调"",""type"":""CONCEPT""},{""start"":14,""end"":16,""text"":""病机"",""type"":""CONCEPT""}]",3,17,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0664,train,风寒咳嗽多与肺气失宣有关。,"[{""start"":0,""end"":4,""text"":""风寒咳嗽"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""肺气失宣"",""type"":""CONCEPT""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0665,train,风寒咳嗽以肺气失宣为主要病机。,"[{""start"":0,""end"":4,""text"":""风寒咳嗽"",""type"":""SYNDROME""},{""start"":5,""end"":9,""text"":""肺气失宣"",""type"":""CONCEPT""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0666,train,风热咳嗽多与肺失清肃有关。,"[{""start"":0,""end"":4,""text"":""风热咳嗽"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""肺失清肃"",""type"":""CONCEPT""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0667,train,风热咳嗽以肺失清肃为主要病机。,"[{""start"":0,""end"":4,""text"":""风热咳嗽"",""type"":""SYNDROME""},{""start"":5,""end"":9,""text"":""肺失清肃"",""type"":""CONCEPT""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0668,train,痰热咳嗽多与痰热壅肺有关。,"[{""start"":0,""end"":4,""text"":""痰热咳嗽"",""type"":""CONCEPT""},{""start"":6,""end"":10,""text"":""痰热壅肺"",""type"":""SYNDROME""}]",2,13,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O""]"
TCM_TRAIN_0669,train,痰热咳嗽以痰热壅肺为主要病机。,"[{""start"":0,""end"":4,""text"":""痰热咳嗽"",""type"":""CONCEPT""},{""start"":5,""end"":9,""text"":""痰热壅肺"",""type"":""SYNDROME""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0670,train,痰湿咳嗽多与脾失健运有关。,"[{""start"":0,""end"":4,""text"":""痰湿咳嗽"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""脾失健运"",""type"":""CONCEPT""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0671,train,痰湿咳嗽以脾失健运为主要病机。,"[{""start"":0,""end"":4,""text"":""痰湿咳嗽"",""type"":""SYNDROME""},{""start"":5,""end"":9,""text"":""脾失健运"",""type"":""CONCEPT""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0672,train,阴虚咳嗽多与肺阴不足有关。,"[{""start"":0,""end"":4,""text"":""阴虚咳嗽"",""type"":""SYNDROME""},{""start"":6,""end"":10,""text"":""肺阴不足"",""type"":""SYNDROME""}]",2,13,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O""]"
TCM_TRAIN_0673,train,阴虚咳嗽以肺阴不足为主要病机。,"[{""start"":0,""end"":4,""text"":""阴虚咳嗽"",""type"":""SYNDROME""},{""start"":5,""end"":9,""text"":""肺阴不足"",""type"":""SYNDROME""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0674,train,哮喘多与肺失宣降有关。,"[{""start"":0,""end"":2,""text"":""哮喘"",""type"":""DISEASE""},{""start"":4,""end"":8,""text"":""肺失宣降"",""type"":""CONCEPT""}]",2,11,"[""B-DISEASE"",""I-DISEASE"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0675,train,哮喘以肺失宣降为主要病机。,"[{""start"":0,""end"":2,""text"":""哮喘"",""type"":""DISEASE""},{""start"":3,""end"":7,""text"":""肺失宣降"",""type"":""CONCEPT""},{""start"":10,""end"":12,""text"":""病机"",""type"":""CONCEPT""}]",3,13,"[""B-DISEASE"",""I-DISEASE"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0676,train,寒性哮喘多与寒痰伏肺有关。,"[{""start"":0,""end"":4,""text"":""寒性哮喘"",""type"":""CONCEPT""},{""start"":6,""end"":10,""text"":""寒痰伏肺"",""type"":""CONCEPT""}]",2,13,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
TCM_TRAIN_0677,train,寒性哮喘以寒痰伏肺为主要病机。,"[{""start"":0,""end"":4,""text"":""寒性哮喘"",""type"":""CONCEPT""},{""start"":5,""end"":9,""text"":""寒痰伏肺"",""type"":""CONCEPT""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0678,train,热性哮喘多与痰热壅肺有关。,"[{""start"":0,""end"":4,""text"":""热性哮喘"",""type"":""CONCEPT""},{""start"":6,""end"":10,""text"":""痰热壅肺"",""type"":""SYNDROME""}]",2,13,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O""]"
TCM_TRAIN_0679,train,热性哮喘以痰热壅肺为主要病机。,"[{""start"":0,""end"":4,""text"":""热性哮喘"",""type"":""CONCEPT""},{""start"":5,""end"":9,""text"":""痰热壅肺"",""type"":""SYNDROME""},{""start"":12,""end"":14,""text"":""病机"",""type"":""CONCEPT""}]",3,15,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""B-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""I-SYNDROME"",""O"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""O""]"
TCM_TRAIN_0680,train,肺炎喘嗽多与肺气闭郁有关。,"[{""start"":0,""end"":4,""text"":""肺炎喘嗽"",""type"":""CONCEPT""},{""start"":6,""end"":10,""text"":""肺气闭郁"",""type"":""CONCEPT""}]",2,13,"[""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""B-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""I-CONCEPT"",""O"",""O"",""O""]"
